mat_codigo,mfo_referencia,mat_descricao,mat_marca,Legenda,end_descricao,Est_Fisico,Est_Vendido,Est_Comprado,Disponivel
8759,GD16345259N,"COLOR-ASSADEIRA OVAL C/ TPA 30,7X21,6X6,5  2,4 LTS",NADIR,Em linha,R05-B03-A00-P03,360,18,0,342
8758,GD16343251N,"COLOR-ASSADEIRA OVAL C/TPA 26,8X18,8X6,1   1,6 LTS",NADIR,Em linha,R04-B05-A01-P01,402,12,0,390
12369,GD16457712N,"TERRINA RED C/ TPA 28,5X22,5X8,2 CM 2800 ML ",NADIR,Em linha,R04-B08-A01-P02,276,3,0,273
8756,GD16222253N,"COLOR-ASSADEIRA QUAD C/TP 25,2X22,6X5,4  1,8 LTS",NADIR,Em linha,R05-B05-A00-P01,180,6,0,174
8755,GD16221250N,"COLOR-ASSADEIRA QUAD C/TPA 21,2X18,8X5,2  1,1 LTS",NADIR,Em linha,R04-B05-A01-P03,504,0,0,504
9777,SM400030833N,"ASTRAL TIGELA C/ TAMPA COL 27 X 10,2  03 LTS",NADIR,Em linha,R06-B20-A00-P01,738,84,0,654
9776,SM400030633N,"ASTRAL TIGELA C/ TAMPA COL 21 X 9,4  1,5 LTS",NADIR,Em linha,R07-B14-A00-P01,798,492,1530,306
9775,SM400030337N,"ASTRAL TIGELA C/ TAMPA COL 15,5 X 6    500 ML",NADIR,Em linha,R06-B21-A01-P01,2172,60,0,2112
35584,65390201016215,"SELETTA ASSADEIRA C/TPA RET  37,1X23,2X8  3,5 LTS",NADIR,Em linha,R04-B06-A01-P03,140,0,0,140
25994,65390200962509,"SELETTA ASSADEIRA RET 37,1X22,9X6,9   3,5 LTS",NADIR,Em linha,R05-B06-A00-P02,252,0,0,252
25995,65350200962496,"SELETTA ASSADEIRA RET 34,8X19,8X6,9   2,7 LTS",NADIR,Em linha,R05-B06-A00-P01,348,0,0,348
31444,63390201015731,"SELETTA ASSADEIRA RET  32,6X17,6X7  2,1 LTS",NADIR,Em linha,R05-B06-A00-P03,54,0,156,54
12962,GD16726019N,"PRATICA TIGELA REDONDA C/TPA  22,3X11,5  2,4 LTS",NADIR,Em linha,R05-B10-A00-P02,144,0,0,144
12961,GD16313015N,"PRATICA TIGELA REDONDA C/TPA  17,8 X 8,2   1,2 LTS",NADIR,Em linha,R04-B03-A01-P02,996,0,0,996
12960,GD16312011N,"PRATICA TIGELA REDONDA C/TPA  14,4 X 6,3   600 ML",NADIR,Em linha,R04-B09-A01-P03,36,0,240,36
12995,GD16216010N,"PRATICA FORMA RET.P/BOLO C/TPA 28X14,8X7,2 1,5 LTS",NADIR,Ponta de Estoque,R06-B32-A00-P01,84,12,0,72
12994,GD16214013N,"PRATICA FORMA RETANG C/TPA 17,8X11,5X6,8 CM 700 ML",NADIR,Em linha,R05-B01-A01-P02,120,0,240,120
5152,GD16487017N,"FORMA P/BRIOCHE 21,6 X 8   1,3 LTS ",NADIR,Em linha,R04-B10-A01-P03,756,0,0,756
55931,GD16538931N,CELEBRITY - LASANHEIRA RET FUNDA 5L - 40X25X7 CM,NADIR,Em linha,R04-B10-A00-P02,388,8,300,380
55934,GD16536934N,"CELEBRITY - ASSADEIRA RET GD 39,4X23,9X5,1 CM",NADIR,Em linha,R05-B01-A00-P03,526,0,0,526
55933,GD16664936N,"CELEBRITY - ASSADEIRA OVAL 4L- 39,5X27,5X66 CM",NADIR,Em linha,R05-B01-A00-P02,403,6,0,397
55932,GD16662939N,"CELEBRITY - ASSADEIRA OVAL 3,2L - 35,2X24,4X6,6 CM",NADIR,Em linha,R05-B03-A00-P02,371,2,0,369
12374,SM400072703N,"FACILITA-VAP 20,2X20,2X9,8   02 LTS",NADIR,Em linha,R07-B16-A00-P01,750,174,1782,576
12372,SM400072503N,"FACILITA-VAP 16,4X16,4X8,3   01 LT",NADIR,Em linha,R07-B13-A00-P01,2160,210,1380,1950
12371,SM400072307N,"FACILITA-VAP 13,7X13,7X6,8   500 ML",NADIR,Em linha,R07-B15-A01-P01,3780,1128,6048,2652
12373,SM400072103N,"FACILITA-VAP ALTA  13,7X13,7X12  01 LT",NADIR,Em linha,R04-B07-A01-P02,420,0,0,420
20117,SM400072676N,FACILITA-VAP RET   20X15X5   750 ML ,NADIR,Em linha,R07-B17-A00-P01,210,72,990,138
12370,SM400072900N,"FACILITA-VAP  11,5X11,5X5,5   300 ML",NADIR,Em linha,R04-B09-A01-P01,1248,96,864,1152
38166,PUD005018,CRYSTAL - CJ SOBREMESA 7 PC 34 X 25 X 8CM,WHEATON,Em linha,R05-B02-A01-P03,156,0,0,156
14053,PUD002642,CRYSTAL - AP DE JANTAR 16 PC C/COPO 47X24X32 CM,WHEATON,Em linha,R06-B08-A00-P02,354,0,0,354
14054,PUD002330,CRYSTAL - AP DE JANTAR 20 PC 47 X 33 CM,WHEATON,Em linha,R06-B08-A00-P01,88,0,0,88
10877,PUD000278,CRYSTAL - CJ PRATO FUNDO C/ 06 PC 22X22X12 CM,WHEATON,Em linha,R12-B17-A00-P01,1968,288,2220,1680
10876,PUD000275,"CRYSTAL - CJ PRATO RASO C/ 06 PC 23,4X22,5X23 CM",WHEATON,Em linha,R06-B08-A00-P03,90,0,60,90
11002,PUD001037,"CRYSTAL - PRATO BOLO 28,5 CM",WHEATON,Em linha,R14-B14-A00-P01,528,72,4080,456
10854,PUD002738,CRYSTAL - PRATO RASO 23 CMS,WHEATON,Em linha,R06-B07-A00-P01,2808,36,0,2772
10855,PUD002739,CRYSTAL - PRATO FUNDO 22 CM,WHEATON,Em linha,R12-B13-A00-P01,6444,252,1800,6192
16292,PUD000310,"CRYSTAL - TIGELINHA 10,6 CMS",WHEATON,Em linha,R05-B06-A01-P03,624,0,960,624
10881,PUD002135,CRYSTAL - XICARA CAFE C/ PIRES 06 PCS,WHEATON,Em linha,R05-B03-A01-P02,1410,72,0,1338
34048,PUD002149,CRYSTAL - XICARA DE CAFE C/ PIRES,WHEATON,Em linha,R05-B08-A01-P03,1944,168,720,1776
10863,PUD002960,CRYSTAL - XICARA CAFE S/ PIRES,WHEATON,Em linha,R15-B18-A00-P01,21696,720,0,20976
11001,PUD000316,CRYSTAL - TIGELA GRANDE 22 CM,WHEATON,Em linha,R12-B14-A00-P01,1272,1104,13680,168
10880,PUD000360,"CRYSTAL - XICARA CHA C/ PIRES 06 PC 15,5X10,5X55CM",WHEATON,Em linha,R14-B13-A00-P01,834,120,300,714
34047,PUD001045,CRYSTAL - XICARA DE CHA C/ PIRES,WHEATON,Em linha,R14-B18-A00-P01,4608,1488,9120,3120
10862,PUD002959,CRYSTAL - XICARA CHA S/ PIRES,WHEATON,Em linha,R13-B15-A00-P01,22872,3024,26400,19848
40426,PUD005027,CRYSTAL - XICARA CHA SEM PIRES  AMBAR,WHEATON,Em linha,R15-B13-A00-P01,19248,2952,31200,16296
18793,PUD000600,CRYSTAL - JG TACA P/ SOBREMESA 06 PCS  370 ML,WHEATON,Em linha,R14-B16-A00-P01,4140,1484,6680,2656
38171,PUD004922,CRYSTAL - TACA SOBREMESA 370 ML,WHEATON,Em linha,R05-B07-A01-P03,396,12,1800,384
14050,PUD000011,CANECA FRITZ 475 ML,WHEATON,Em linha,R05-B10-A01-P01,10927,3396,26400,7531
10879,PUD000748,CRYSTAL - JG COPO 310 ML C/ 06 PCS,WHEATON,Em linha,R13-B20-A00-P01,4392,894,6900,3498
38167,PUD000469,CRYSTAL - COPO MULTIUSO 310ML,WHEATON,Em linha,R05-B09-A01-P03,21840,96,0,21744
38168,PUD000029,BRASIL - COPO ITAPEMA MULTIUSO 310 ML,WHEATON,Em linha,R06-B10-A01-P01,3072,192,1440,2880
32557,PUD004803,BAVIERA MINI - COPO P/ CHOPP 200 ML,WHEATON,Em linha,R05-B08-A01-P02,10656,3960,9600,6696
10873,PUD000026,BRASIL - JG COPO OURO PRETO 310 ML,WHEATON,Em linha,R13-B17-A00-P01,5838,918,6600,4920
10871,PUD000003,BRASIL - JG COPO BAHIA 310 ML,WHEATON,Em linha,R13-B16-A00-P01,5310,984,6000,4326
23335,PUD000034,BRASIL - JG COPO RIO DE JANEIRO 310 ML,WHEATON,Em linha,R13-B19-A00-P01,7500,966,4200,6534
26865,PUD000736,CONFETTI - PRATO RASO VERMELHO 27 CMS,WHEATON,Em linha,R06-B09-A00-P03,636,36,0,600
19702,PUD000131,CONFETTI - PRATO RASO PRETO 27 CM,WHEATON,Em linha,R06-B10-A00-P01,480,0,0,480
26283,PUD000130,CONFETTI - PRATO RASO BRANCO 27 CMS,WHEATON,Em linha,R06-B10-A00-P02,624,0,0,624
26866,PUD000743,CONFETTI - PRATO FUNDO VERMELHO 23 CM,WHEATON,Em linha,R06-B08-A01-P01,924,12,0,912
19703,PUD000143,CONFETTI - PRATO FUNDO PRETO 23 CM,WHEATON,Em linha,R05-B06-A01-P03,624,0,0,624
26282,PUD000142,CONFETTI - PRATO FUNDO BRANCO 23 CMS,WHEATON,Em linha,R06-B09-A01-P01,516,0,0,516
23329,PUD000740,BARROCO - CJ SOBREMESA 07 PCS 48X43X32 CM,WHEATON,Em linha,R05-B03-A01-P03,118,4,120,114
27874,PUD001052,BARROCO - CJ TACA P/ SOBREMESA 6 PCS 40X21X30CM,WHEATON,Em linha,R05-B05-A01-P03,84,20,160,64
56286,PUD005220,BARROCO - TACA P/ SOBREMESA 370 ML AMBAR,WHEATON,Em linha,R15-B14-A00-P01,3492,12,360,3480
10668,PUD003647,BARROCO - CJ MINI BAR 18 PCS 56 X 38 CM,WHEATON,Em linha,R06-B08-A01-P02,67,0,40,67
40433,PUD003944,BARROCO - TACA AGUA C/ 06   250 ML,WHEATON,Em linha,R05-B09-A01-P02,2760,318,1320,2442
22190,PUD003911,BARROCO - TACA MULTIUSO BRANCO 250 ML,WHEATON,Em linha,R12-B18-A00-P01,18096,1584,21600,16512
56285,PUD005217,BARROCO - TAÇA AGUA 250 ML AMBAR,WHEATON,Em linha,R15-B15-A00-P01,13944,144,6000,13800
40432,PUD003373,BARROCO -  CJ COPO APERITIVO C/ 04 120 ML,WHEATON,Em linha,R05-B03-A01-P01,22032,24,0,22008
11009,PUD003372,BARROCO - COPO APERITIVO 120 ML,WHEATON,Em linha,R15-B17-A00-P01,7392,480,2400,6912
11345,PUD003530,BARROCO - TACA P/ VINHO 190 ML,WHEATON,Em linha,R12-B19-A00-P01,15576,1224,14400,14352
56284,PUD005218,BARROCO - TAÇA VINHO 190 ML AMBAR,WHEATON,Em linha,R15-B16-A00-P01,26280,72,2400,26208
9524,PUD003151,BARROCO - CANEQUINHA C/ 04 PCS,WHEATON,Em linha,R05-B06-A01-P01,1848,108,240,1740
10864,PUD002963,BARROCO - CANEQUINHA MULTIUSO 80 ML,WHEATON,Em linha,R14-B17-A00-P01,12192,672,5760,11520
56299,PUD005222,BARROCO - CANEQUINHA MULTIUSO 80 ML AMBAR,WHEATON,Em linha,R05-B02-A01-P02,20784,480,0,20304
10875,PUD002407,BARROCO - JG COPO MULTIUSO 310 ML C/ 06 PCS,WHEATON,Em linha,R13-B21-A00-P01,4242,1284,12000,2958
23325,PUD002448,BARROCO - COPO MULTIUSO 310 ML,WHEATON,Em linha,R06-B09-A01-P02,10944,288,0,10656
40424,PUD005029,BARROCO - COPO AGUA 310 ML AMBAR,WHEATON,Em linha,R05-B10-A01-P04,39360,144,0,39216
11005,PUD002449,BARROCO - COPO ON THE ROCKS 300 ML,WHEATON,Em linha,R06-B07-A00-P02,1680,0,0,1680
23331,PUD002443,BARROCO - TIGELA GRANDE 22 CM,WHEATON,Em linha,R13-B14-A00-P01,1272,1176,13680,96
16290,PUD002444,BARROCO - TIGELA P/ CEREAIS 19 CMS,WHEATON,Em linha,R05-B04-A01-P04,1872,24,0,1848
23330,PUD000156,"BARROCO - TIGELINHA 11,43 CM",WHEATON,Em linha,R05-B01-A01-P01,1632,96,0,1536
40434,PUD003674,"BARROCO - PRATO MULTIUSO Ø 28,5 CM",WHEATON,Em linha,R06-B09-A00-P02,900,36,0,864
16288,PUD003671,"BARROCO - PRATO RASO 22,8 CMS  ",WHEATON,Em linha,R06-B10-A01-P02,1272,0,0,1272
10858,PUD003672,BARROCO - PRATO FUNDO 22 CMS   ,WHEATON,Em linha,R05-B07-A01-P01,1284,0,0,1284
23332,PUD000042,"EMOTIONS - CJ SOBREMESA 7 PC 24;8X8X34,2 CM",WHEATON,Em linha,R06-B08-A01-P03,70,2,40,68
34041,PUD004899,EMOTIONS - PRATO RASO 25 CMS,WHEATON,Em linha,R05-B04-A01-P01,456,24,0,432
34040,PUD004901,EMOTIONS - PRATO FUNDO 24 CM,WHEATON,Em linha,R05-B04-A01-P03,720,0,0,720
10869,PUD002964 ,EMOTIONS - TACA MULTIUSO VERAO C/ 06 PCS 220 ML,WHEATON,Em linha,R05-B09-A01-P03,264,0,180,264
38169,PUD004920,EMOTIONS - TACA P/ AGUA 225 ML,WHEATON,Em linha,R05-B02-A01-P01,8545,0,1920,8545
23334,PUD000046,EMOTIONS - TIGELA GRANDE 22 CM,WHEATON,Em linha,R05-B08-A01-P01,432,12,480,420
23333,PUD000045,"EMOTIONS - TIGELINHA 11,98 CM",WHEATON,Em linha,R05-B05-A01-P02,432,0,240,432
22226,PUD000716,CJ TACA CAPPUCCINO COFFEE 115 ML  C/ 04 PCS ,WHEATON,Em linha,R05-B09-A01-P01,296,0,0,296
9514,PUD001039,CANECA CAFE CAPUCCINO 115 ML,WHEATON,Em linha,R06-B07-A01-P02,3216,144,0,3072
56288,PUD005221,CANECA CAFE CAPUCCINO 115 ML AMBAR,WHEATON,Em linha,R05-B05-A01-P01,3386,0,0,3386
11008,PUD003595,PORTA MANTIM OITAVADO 298 ML,WHEATON,Em linha,R05-B01-A01-P02,3312,72,0,3240
11007,PUD002912,PORTA MANTIM SEXTAVADO 150 ML,WHEATON,Em linha,R06-B07-A01-P01,5016,216,0,4800
57207,24180598,COPO ATLANTA 450 ML AVULSO FUNNY,RUVOLO,Lancamento,R06-B04-A01-P02,72,0,360,72
56699,750180598,COPO ATLANTA 450 ML CX C/ 01 FUNNY,RUVOLO,Em linha,R06-B02-A01-P02,423,9,0,414
56700,260180598,COPO ATLANTA 450 ML LV C/ 02 FUNNY,RUVOLO,Em linha,R06-B01-A00-P01,204,0,0,204
57203,24780586,TAÇA BEER MASTER 380 ML AVULSO FUNNY,RUVOLO,Lancamento,R06-B03-A01-P02,576,24,0,552
56689,750180586,TAÇA BEER MASTER 380 ML CX C/ 01 PC FUNNY,RUVOLO,Em linha,R06-B03-A00-P03,472,21,0,451
56690,260180586,TAÇA BEER MASTER 380 ML LV C/ 02 PC FUNNY,RUVOLO,Em linha,R06-B03-A00-P01,193,0,0,193
57201,24780719,TAÇA BARCELONA 370 ML AVULSO HAPPY HOUR ,RUVOLO,Lancamento,R06-B03-A01-P03,432,24,0,408
56693,750180719,TAÇA BARCELONA 370 ML CX C/ 01 PC HAPPY HOUR ,RUVOLO,Em linha,R06-B04-A00-P01,409,16,120,393
56694,260180719,TAÇA BARCELONA 370 ML LV C/ 02 PC HAPPY HOUR ,RUVOLO,Em linha,R06-B01-A01-P01,195,2,0,193
57205,24780585,TAÇA ROYAL BEER 330 ML AVULSO FUNNY,RUVOLO,Lancamento,R06-B04-A01-P03,600,0,0,600
56691,750180585,TAÇA ROYAL BEER 330 ML CX C/ 01 PC FUNNY,RUVOLO,Em linha,R06-B02-A01-P03,360,10,240,350
56692,260180585,TAÇA ROYAL BEER 330 ML LV C/ 02 PC FUNNY,RUVOLO,Em linha,R06-B01-A01-P02,176,2,0,174
57209,24680597,TAÇA BLUMENAU 300 ML AVULSO HAPPY HOUR ,RUVOLO,Lancamento,R06-B05-A01-P01,288,0,0,288
56685,660180597,TAÇA BLUMENAU 300 ML CX C/ 01 PC HAPPY HOUR ,RUVOLO,Em linha,R06-B01-A01-P03,493,6,0,487
56686,2680597,TAÇA BLUMENAU 300 ML LV C/ 02 PC HAPPY HOUR ,RUVOLO,Em linha,R06-B02-A00-P01,157,2,0,155
57204,24780597,TAÇA BLUMENAU 300 ML AVULSO FUNNY DEC1,RUVOLO,Lancamento,R06-B03-A01-P04,312,0,168,312
56687,610180597,TAÇA BLUMENAU 300 ML CX C/ 01 PC FUNNY DEC1,RUVOLO,Em linha,R07-B02-A01-P01,421,9,0,412
56688,260597,TAÇA BLUMENAU 300 ML LV C/ 02 PC FUNNY DEC1,RUVOLO,Em linha,R06-B03-A00-P02,178,2,0,176
56695,750180597,TAÇA BLUMENAU 300 ML CX C/ 01 PC FUNNY DEC2,RUVOLO,Em linha,R06-B06-A00-P02,230,11,360,219
56696,260180597,TAÇA BLUMENAU 300 ML LV C/ 02 PC FUNNY DEC2,RUVOLO,Em linha,R06-B03-A01-P01,158,0,0,158
57206,24780595,TAÇA BERLIM 330 ML AVULSO FUNNY,RUVOLO,Lancamento,R06-B04-A01-P01,600,0,0,600
56697,750180595,TAÇA BERLIM 330 ML CX C/ 01 PC FUNNY,RUVOLO,Em linha,R06-B02-A01-P01,283,11,240,272
56698,260180595,TAÇA BERLIM 330 ML LV C/ 02 PC FUNNY,RUVOLO,Em linha,R06-B06-A00-P01,77,0,0,77
57200,80599101,TAÇA GIN 705 ML HASTE VERDE AVULSO,RUVOLO,Lancamento,R06-B06-A01-P01,456,12,0,444
56701,1210599,TAÇA GIN 705 ML HASTE VERDE CX C/ 01 PC,RUVOLO,Em linha,R07-B01-A01-P01,349,0,0,349
56702,610599,TAÇA GIN 705 ML HASTE VERDE LV C/ 02 PC,RUVOLO,Em linha,R06-B05-A00-P01,92,0,0,92
57202,80599401,TAÇA GIN 705 ML HASTE LARANJA AVULSO,RUVOLO,Lancamento,R06-B05-A01-P03,252,0,204,252
56707,1240599,TAÇA GIN 705 ML HASTE LARANJA CX C/ 01 PC,RUVOLO,Em linha,R07-B02-A01-P02,421,0,0,421
56708,640599,TAÇA GIN 705 ML HASTE LARANJA LV C/ 02 PC,RUVOLO,Em linha,R06-B02-A00-P02,141,0,0,141
57199,80599301,TAÇA GIN 705 ML HASTE AZUL AVULSO,RUVOLO,Lancamento,R06-B06-A01-P03,444,12,0,432
56705,1230599,TAÇA GIN 705 ML HASTE AZUL CX C/ 01 PC,RUVOLO,Em linha,R07-B01-A01-P03,533,2,0,531
56706,630599,TAÇA GIN 705 ML HASTE AZUL LV C/ 02 PC,RUVOLO,Em linha,R06-B01-A00-P02,149,0,0,149
57198,80599201,TAÇA GIN 705 ML HASTE VERMELHA AVULSO,RUVOLO,Lancamento,R06-B06-A01-P02,456,36,0,420
56703,1220599,TAÇA GIN 705 ML HASTE VERMELHA CX C/ 01 PC,RUVOLO,Em linha,R07-B01-A01-P02,239,2,0,237
56704,620599,TAÇA GIN 705 ML HASTE VERMELHA LV C/ 02 PC,RUVOLO,Em linha,R06-B05-A00-P02,134,1,0,133
51127,1760,CJ BOLEIRA BICO DE JACA Ø28 X 16 CM CX LITOGRAF,VITAZZA,Em linha,R07-B03-A00-P01,280,24,140,256
51125,1740,CJ BOLEIRA Ø28 X 16 CM CX LITOGRAF,VITAZZA,Em linha,R08-B10-A00-P01,466,24,0,442
46912,1780,CJ BOLEIRA LUMARE Ø34 X 20 CM,VITAZZA,Em linha,R07-B04-A01-P02,186,10,100,176
51128,1770,CJ BOLEIRA BICO DE JACA Ø28 X 25 CM C/PÉ CX LITOGR,VITAZZA,Em linha,R07-B04-A00-P01,559,36,40,523
51126,1750,CJ BOLEIRA Ø28 X 25 CM C/PÉ CX LITOGRAF,VITAZZA,Em linha,R08-B09-A00-P01,311,40,420,271
46913,1790,CJ BOLEIRA LUMARE C/ PE Ø34 X 25 CM,VITAZZA,Em linha,R07-B09-A01-P01,265,10,109,255
15047,1820,"CJ BOLEIRA PETIT POA  Ø28 X 14,5 CM",VITAZZA,Em linha,R07-B08-A01-P03,281,23,140,258
34109,1800,CJ BOLEIRA LÍRIO Ø32 X 17 CM,VITAZZA,Em linha,R07-B09-A01-P03,277,8,0,269
20241,2900,QUEIJEIRA PETIT POA - Ø18 X 16  CM,VITAZZA,Em linha,R07-B10-A00-P01,1156,52,0,1104
26963,1830,"CJ BOLEIRA PETIT POA C/ PE Ø28 X 22,5 CM",VITAZZA,Em linha,R07-B08-A01-P01,560,25,0,535
34110,1810,CJ BOLEIRA LÍRIO C/PE Ø32 X 24 CM,VITAZZA,Em linha,R07-B10-A01-P01,641,21,0,620
35618,2910,QUEIJEIRA PETIT POA C/ PE   Ø21 X 23 CM,VITAZZA,Em linha,R07-B05-A01-P01,416,12,80,404
34129,3140,TIGELA ROUND 3 L -Ø26 X 10 CM,VITAZZA,Em linha,R07-B05-A00-P02,1626,6,0,1620
34126,3150,TIGELA ROUND 3 L C/ TPA PLÁSTICA - Ø26 X 10 CM  ,VITAZZA,Em linha,R18-B13-A00-P01,698,60,0,638
51136,3170,"TIGELA ROUND 2,2 L C/TAMPA PLÁSTICA Ø21 X 11 CM",VITAZZA,Em linha,R07-B02-A00-P01,1794,120,120,1674
51140,3210,TIGELA ROUND 3L ESPIRAL Ø26 X 10 CM,VITAZZA,Em linha,R07-B09-A00-P02,1194,12,0,1182
48575,3200,TIGELA ROUND 3 L ESPIRAL C/ TPA PLÁSTICA Ø26 X 10 CM,VITAZZA,Em linha,R07-B07-A00-P02,710,12,0,698
51130,2300,"TIGELA VENEZZA 1,5 L ESPIRAL C/ TPA PLASTICA  Ø20 X 10 CM",VITAZZA,Em linha,R07-B08-A00-P01,2719,12,0,2707
55935,2250,TIGELA VENEZZA 3 L ESPIRAL C/ TPA PLASTICA  Ø26 X 11 CM ,VITAZZA,Em linha,R07-B06-A00-P02,814,12,0,802
51129,2290,"TIGELA VENEZZA 2,2 L C/TPA PLÁSTICA  Ø20 X 12 CM",VITAZZA,Em linha,R07-B01-A00-P01,1092,36,744,1056
42126,2230,"TIGELA VENEZZA 2,6 L C/ TPA Ø26 X 10 CM",VITAZZA,Em linha,R19-B13-A00-P01,3133,6,0,3127
51123,1280,"TIGELA OCEANI 3,8 L C/ TPA PLÁSTICA  Ø27 X 09 CM",VITAZZA,Em linha,R19-B14-A00-P01,2466,84,0,2382
39688,2210,"TIGELA LÍRIO 2,3 L C/TPA Ø26 X 11 CM",VITAZZA,Em linha,R18-B14-A00-P01,1482,24,0,1458
51135,3090,TIGELA LAGUNA 4 L C/TPA PLÁSTICA  Ø27 X 10 CM,VITAZZA,Em linha,R08-B08-A00-P02,693,108,120,585
39689,3100,"TIGELA LAGUNA 1,5 L C/ TPA PLÁSTICA Ø20 X 9 CM",VITAZZA,Em linha,R19-B15-A00-P01,1392,66,330,1326
38313,3110,TIGELA LAGUNA 750 ML C/TPA PLÁSTICA Ø16 X 7 CM,VITAZZA,Em linha,R07-B07-A00-P04,5316,48,0,5268
39733,1000,"ASSADEIRA ROUND C/ TPA 2,4 L - Ø26 X 6 CM",VITAZZA,Em linha,R07-B09-A00-P01,486,18,0,468
52803,1010,"ASSADEIRA ROUND COM ABA 2,4L - Ø30,5 X 6 CM",VITAZZA,Em linha,R08-B07-A00-P02,289,6,240,283
52802,1200,"ASSADEIRA ROUND COM ABA 2,3L - Ø22,5 X 9 CM",VITAZZA,Em linha,R07-B05-A00-P01,528,6,0,522
51132,2690,PRATO LUMARE - Ø34 X 11 CM C/PÉ,VITAZZA,Em linha,R07-B04-A01-P01,328,17,60,311
46914,2700,"PRATO LUMARE - Ø34 X 1,5 CM",VITAZZA,Em linha,R07-B07-A01-P01,119,0,210,119
42125,2200,CENTRO DE MESA CALIFORNIA 2 L - Ø26 X 8 CM,VITAZZA,Em linha,R07-B07-A00-P01,624,48,1200,576
51138,3530,"POTICHE BICO DE JACA 4,5 L C/ TPA PLÁSTICA  Ø27 X 13 CM",VITAZZA,Em linha,R07-B05-A00-P03,1530,12,0,1518
51137,3560,POTICHE BICO DE JACA 6 L C/ TPA DE VIDRO  Ø26 X 22 CM,VITAZZA,Em linha,R07-B08-A00-P03,353,22,300,331
52800,7000,VASO DEC GREEN VITTA  Ø13 X 13 CM,VITAZZA,Em linha,R07-B07-A01-P02,630,6,0,624
56656,1440,CENTRO DE MESA LUMINA C/ PE  Ø38 X 15CM,VITAZZA,Em linha,R07-B03-A01-P03,104,11,90,93
56657,1440T-AB,CENTRO DE MESA LUMINA C/ PE  Ø38 X 15CM AMBAR,VITAZZA,Em linha,R07-B03-A01-P01,350,31,0,319
56658,1436T-AB,CENTRO DE MESA LUMINA  Ø38 X 5CM AMBAR,VITAZZA,Em linha,R07-B06-A01-P01,229,24,60,205
56653,1460,CENTRO DE MESA PLUMA C/ PE  Ø38 X 15CM,VITAZZA,Em linha,R07-B05-A01-P02,267,20,60,247
56654,1460T-VM,CENTRO DE MESA PLUMA C/ PE  Ø38 X 15CM VERMELHO,VITAZZA,Em linha,R07-B03-A01-P02,295,41,240,254
56655,1456T-VM,CENTRO DE MESA PLUMA  Ø38 X 5CM VERMELHO,VITAZZA,Em linha,R08-B08-A00-P01,415,6,0,409
31525,1340,CENTRO DE MESA FLÓRIDA C/ PE  Ø39 X 16CM,VITAZZA,Em linha,R07-B06-A01-P02,466,26,0,440
26967,1336,CENTRO DE MESA FLÓRIDA Ø39 X 9 CM,VITAZZA,Em linha,R07-B09-A00-P03,530,12,0,518
31526,1310,CENTRO DE MESA ESPIRAL C/ PE  Ø38 X 18 CM,VITAZZA,Em linha,R07-B04-A01-P03,90,18,20,72
26966,1306,CENTRO DE MESA ESPIRAL Ø38 X 11 CM,VITAZZA,Em linha,R07-B06-A00-P01,366,12,0,354
51124,1320,CENTRO DE MESA ESPIRAL 30 CM,VITAZZA,Em linha,R08-B07-A00-P01,343,0,0,343
55522,10323,VASO PAGODE - Ø14 X 7 CM,IMPERIAL,Em linha,R09-B09-A01-P02,1875,24,0,1851
56134,10337,VASO SATURNO - Ø12 X 8 CM,IMPERIAL,Em linha,R09-B06-A01-P01,432,0,0,432
55517,10346,VASO EQUEBANA - Ø11 X 9 CM,IMPERIAL,Em linha,R08-B01-A01-P02,408,0,600,408
55511,10353,TAÇA CANCUN C/COLAR - Ø13 X 14 CM,IMPERIAL,Em linha,R21-B15-A00-P01,625,72,0,553
56117,10319,VASO CHINES P - Ø9 X 11 CM,IMPERIAL,Em linha,R08-B04-A01-P02,432,0,480,432
56116,10320,"VASO CHINES M - Ø9,5 X 12 CM",IMPERIAL,Em linha,R21-B14-A00-P01,457,0,0,457
55542,10333,"VASO PÊRA P - Ø5,5 X 10 CM",IMPERIAL,Em linha,R09-B05-A01-P02,600,0,0,600
56133,10334,VASO PÊRA G - Ø9 X 18 CM,IMPERIAL,Em linha,R08-B02-A01-P02,793,24,0,769
56130,10325,TACA TULIPA - Ø11 X 18 CM,IMPERIAL,Em linha,R09-B10-A01-P01,603,24,0,579
56120,10345,VASO DONZELA - Ø10 X 19 CM,IMPERIAL,Em linha,R08-B03-A01-P01,571,0,0,571
55515,10327,COPO VELA 8X18 - Ø8 X 18 CM,IMPERIAL,Em linha,R09-B03-A01-P03,889,24,0,865
55516,10328,COPO VELA 9X22 - Ø9 X 22 CM,IMPERIAL,Em linha,R09-B06-A01-P02,1036,24,0,1012
56119,10331,COPO BALI - Ø6 X 25 CM,IMPERIAL,Em linha,R08-B05-A01-P02,793,48,0,745
55545,10365,VASO VALÊNCIA - Ø9 X 20 CM,IMPERIAL,Em linha,R08-B10-A01-P01,913,72,600,841
55524,10507,"SOLITÁRIO ROMA - Ø5,5 X 22,5 CM",IMPERIAL,Em linha,R09-B02-A01-P02,703,48,600,655
55523,10513,"SOLITÁRIO ALADIM - Ø4,5 X 24 CM",IMPERIAL,Em linha,R09-B02-A00-P02,878,180,900,698
