codigo_ocorrencia 1,ocorrencia_classificacao,ocorrencia_uf,ocorrencia_dia,ocorrencia_hora,total_recomendacoes,ocorrencia_saida_pista,ocorrencia_tipo,aeronave_registro_categoria,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_ano_fabricacao,aeronave_fase_operacao,aeronave_assentos
47153,INCIDENTE,MS,3/21/2013,18:38:00,0,NÃO,COM TREM DE POUSO,AVIÃO,PRIVADA,LEVE,1982,TÁXI,6
47154,INCIDENTE GRAVE,RO,3/11/2013,22:30:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,PRIVADA,SUBSTANCIAL,2009,DESCIDA,2
47155,ACIDENTE,RS,3/19/2013,15:17:00,0,NÃO,PERDA DE CONTROLE EM VOO,AVIÃO,INSTRUÇÃO,SUBSTANCIAL,1962,APROXIMAÇÃO FINAL,1
47156,ACIDENTE,RS,3/18/2013,12:00:00,0,NÃO,PERDA DE CONTROLE EM VOO,AVIÃO,AGRÍCOLA,SUBSTANCIAL,1987,ESPECIALIZADA,2
47158,ACIDENTE,PB,3/16/2013,19:45:00,0,NÃO,PERDA DE CONTROLE NO SOLO,ULTRALEVE,EXPERIMENTAL,SUBSTANCIAL,2011,POUSO,2
47159,INCIDENTE GRAVE,MA,3/16/2013,12:15:00,0,SIM,PERDA DE CONTROLE NO SOLO,AVIÃO,INSTRUÇÃO,SUBSTANCIAL,1981,DECOLAGEM,4
47200,INCIDENTE,PR,2/4/2013,17:14:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,INSTRUÇÃO,LEVE,1988,CORRIDA APÓS POUSO,4
47201,INCIDENTE,RS,3/1/2013,22:10:00,0,NÃO,COM TREM DE POUSO,AVIÃO,INSTRUÇÃO,NENHUM,1990,DECOLAGEM,10
47207,INCIDENTE,MG,3/15/2013,12:00:00,0,NÃO,VAZAMENTO DE COMBUSTÍVEL,AVIÃO,TÁXI AÉREO,NENHUM,1980,DECOLAGEM,50
47208,INCIDENTE,AM,3/16/2013,11:36:00,0,NÃO,OUTROS,AVIÃO,REGULAR,NENHUM,1986,APROXIMAÇÃO FINAL,125
47209,INCIDENTE,MG,3/19/2013,20:18:00,0,NÃO,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,AVIÃO,REGULAR,NENHUM,2009,CRUZEIRO,7
47210,INCIDENTE,SP,3/20/2013,12:40:00,0,NÃO,OUTROS,AVIÃO,PRIVADA,NENHUM,1974,TÁXI,2
47211,INCIDENTE,SP,3/20/2013,11:10:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,INSTRUÇÃO,NENHUM,1980,CORRIDA APÓS POUSO,14
47213,INCIDENTE,RJ,3/20/2013,19:40:00,0,NÃO,COM COMANDOS DE VOO,HELICÓPTERO,TÁXI AÉREO,NENHUM,2003,DECOLAGEM,114
47217,INCIDENTE,MG,3/21/2013,16:30:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,REGULAR,NENHUM,2008,CRUZEIRO,17
47219,INCIDENTE,AM,3/12/2013,10:16:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,TÁXI AÉREO,LEVE,1974,TÁXI,4
47245,INCIDENTE,SP,2/28/2013,17:10:00,0,NÃO,COLISÃO COM AERONAVE NO SOLO,AVIÃO,PRIVADA,LEVE,2006,TÁXI,6
47246,INCIDENTE,DF,3/8/2013,15:02:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,PRIVADA,LEVE,1981,TÁXI,1
47296,ACIDENTE,MT,3/26/2013,14:20:00,0,NÃO,INDETERMINADO,AVIÃO,AGRÍCOLA,DESTRUÍDA,1974,INDETERMINADA,1
47297,ACIDENTE,MS,3/23/2013,12:40:00,0,NÃO,PERDA DE CONTROLE NO SOLO,AVIÃO,AGRÍCOLA,SUBSTANCIAL,2012,POUSO,2
47298,ACIDENTE,SP,3/31/2013,23:43:00,0,NÃO,COLISÃO COM OBSTÁCULOS NO SOLO,ULTRALEVE,EXPERIMENTAL,SUBSTANCIAL,1996,POUSO,141
47299,INCIDENTE,RJ,3/31/2013,17:37:00,0,NÃO,COLISÃO COM AVE,AVIÃO,REGULAR,LEVE,2010,APROXIMAÇÃO FINAL,153
47300,INCIDENTE,SP,3/28/2013,10:35:00,0,NÃO,FALHA DO MOTOR NO SOLO,AVIÃO,REGULAR,NENHUM,2000,DECOLAGEM,6
47302,INCIDENTE,RJ,3/28/2013,10:48:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,PRIVADA,NENHUM,1989,POUSO,6
47304,INCIDENTE,SP,3/27/2013,20:25:00,0,NÃO,FOGO NO SOLO,AVIÃO,PRIVADA,NENHUM,2007,PARTIDA DO MOTOR,125
47305,INCIDENTE,SP,3/26/2013,16:40:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,REGULAR,NENHUM,2009,SUBIDA,6
47309,INCIDENTE,RJ,3/27/2013,10:10:00,0,NÃO,OUTROS,AVIÃO,PRIVADA,NENHUM,2012,CRUZEIRO,154
47310,INCIDENTE,SP,3/16/2013,14:25:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,REGULAR,NENHUM,2001,TÁXI,4
47311,INCIDENTE,SP,3/25/2013,20:40:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,INSTRUÇÃO,NENHUM,1981,CORRIDA APÓS POUSO,4
47312,INCIDENTE,SP,3/25/2013,18:25:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,INSTRUÇÃO,NENHUM,1952,TÁXI,6
47313,INCIDENTE,CE,3/27/2013,20:40:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,TÁXI AÉREO,NENHUM,1980,TÁXI,113
47314,INCIDENTE,MG,3/26/2013,0:30:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,REGULAR,NENHUM,2011,SUBIDA,8
47332,INCIDENTE,MG,3/27/2013,19:56:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,PRIVADA,NENHUM,1985,APROXIMAÇÃO FINAL,2
47333,INCIDENTE GRAVE,SP,3/22/2013,18:45:00,0,NÃO,POUSO BRUSCO,HELICÓPTERO,INSTRUÇÃO,SUBSTANCIAL,2001,PAIRADO,6
47334,INCIDENTE GRAVE,AM,3/23/2013,14:45:00,0,NÃO,COM TREM DE POUSO,AVIÃO,PRIVADA,SUBSTANCIAL,1974,POUSO,15
47339,ACIDENTE,RJ,3/27/2013,13:29:00,0,NÃO,PERDA DE CONTROLE EM VOO,HELICÓPTERO,TÁXI AÉREO,DESTRUÍDA,1988,APROXIMAÇÃO FINAL,1
47351,ACIDENTE,SP,3/18/2013,20:00:00,0,NÃO,PERDA DE CONTROLE NO SOLO,AVIÃO,AGRÍCOLA,SUBSTANCIAL,2005,DECOLAGEM,4
47353,INCIDENTE GRAVE,SP,3/29/2013,16:00:00,1,SIM,COM TREM DE POUSO,AVIÃO,PRIVADA,SUBSTANCIAL,1980,CORRIDA APÓS POUSO,6
47354,ACIDENTE,GO,4/3/2013,19:21:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,PRIVADA,SUBSTANCIAL,1975,DECOLAGEM,2
47422,ACIDENTE,GO,4/7/2013,16:50:00,0,NÃO,PERDA DE CONTROLE NO SOLO,AVIÃO,INSTRUÇÃO,SUBSTANCIAL,1950,POUSO,154
47423,INCIDENTE,SP,4/9/2013,15:45:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,REGULAR,***,2000,CRUZEIRO,15
47432,INCIDENTE,RJ,3/26/2013,12:55:00,0,NÃO,TRÁFEGO AÉREO,HELICÓPTERO,TÁXI AÉREO,NENHUM,2003,CRUZEIRO,14
47433,INCIDENTE,RJ,4/8/2013,12:08:00,0,NÃO,COLISÃO COM AVE,HELICÓPTERO,TÁXI AÉREO,NENHUM,2005,DECOLAGEM,2
47434,INCIDENTE,MS,4/14/2013,14:20:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,INSTRUÇÃO,NENHUM,1967,DECOLAGEM,1
47435,INCIDENTE,MT,3/13/2013,12:00:00,0,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,AVIÃO,AGRÍCOLA,LEVE,2010,ESPECIALIZADA,75
47436,INCIDENTE,SP,3/18/2013,22:28:00,0,NÃO,COLISÃO COM AVE,AVIÃO,REGULAR,LEVE,2012,TÁXI,5
47437,INCIDENTE,PA,4/9/2013,22:17:00,0,NÃO,TRÁFEGO AÉREO,AVIÃO,REGULAR,NENHUM,1979,DECOLAGEM,1
47647,ACIDENTE,MG,2/16/2013,20:45:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,EXPERIMENTAL,SUBSTANCIAL,2000,DECOLAGEM,1
47648,ACIDENTE,MG,4/20/2013,12:00:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,AGRÍCOLA,SUBSTANCIAL,1992,DECOLAGEM,1
47649,ACIDENTE,PR,4/12/2013,13:03:00,1,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,AGRÍCOLA,SUBSTANCIAL,1986,DECOLAGEM,2
47650,ACIDENTE,GO,4/5/2013,11:30:00,0,NÃO,PERDA DE CONTROLE EM VOO,ULTRALEVE,EXPERIMENTAL,DESTRUÍDA,2004,ESPECIALIZADA,2
47651,ACIDENTE,SP,4/19/2013,20:50:00,0,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,ULTRALEVE,EXPERIMENTAL,DESTRUÍDA,2008,INDETERMINADA,6
47652,ACIDENTE,RS,3/12/2013,18:40:00,0,NÃO,PERDA DE CONTROLE NO SOLO,AVIÃO,PRIVADA,SUBSTANCIAL,2006,POUSO,2
47659,ACIDENTE,SP,4/22/2013,14:00:00,0,NÃO,PERDA DE CONTROLE EM VOO,HELICÓPTERO,INSTRUÇÃO,SUBSTANCIAL,1998,MANOBRA,7
47661,ACIDENTE,AM,4/22/2013,19:00:00,2,NÃO,COLISÃO COM OBSTÁCULOS NO SOLO,AVIÃO,TÁXI AÉREO,SUBSTANCIAL,1994,DECOLAGEM,1
47665,ACIDENTE,SP,4/18/2013,20:35:00,0,NÃO,PERDA DE CONTROLE NO SOLO,AVIÃO,PRIVADA,SUBSTANCIAL,2010,DECOLAGEM,1
47674,ACIDENTE,MS,4/18/2013,12:20:00,0,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,AVIÃO,AGRÍCOLA,SUBSTANCIAL,1995,ESPECIALIZADA,6
47675,ACIDENTE,SP,4/16/2013,22:30:00,0,NÃO,PERDA DE COMPONENTE NO SOLO,AVIÃO,***,SUBSTANCIAL,0,INDETERMINADA,4
47694,ACIDENTE,MT,4/19/2013,19:30:00,0,SIM,PERDA DE CONTROLE NO SOLO,AVIÃO,PRIVADA,SUBSTANCIAL,1963,CORRIDA APÓS POUSO,4
47697,INCIDENTE GRAVE,SP,4/21/2013,14:55:00,0,NÃO,PERDA DE CONTROLE NO SOLO,AVIÃO,INSTRUÇÃO,SUBSTANCIAL,2007,TÁXI,2
47698,INCIDENTE GRAVE,PR,4/16/2013,2:45:00,0,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,AVIÃO,TÁXI AÉREO,LEVE,2006,APROXIMAÇÃO FINAL,17
47699,INCIDENTE GRAVE,PA,4/22/2013,11:28:00,2,SIM,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,TÁXI AÉREO,NENHUM,1976,POUSO,129
47704,INCIDENTE,GO,4/4/2013,22:34:00,0,NÃO,POUSO EM LOCAL NÃO PREVISTO,AVIÃO,REGULAR,NENHUM,2007,DESCIDA,154
47707,INCIDENTE,DF,4/18/2013,16:54:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,REGULAR,NENHUM,1999,POUSO,7
47709,INCIDENTE,RO,4/23/2013,12:28:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,TÁXI AÉREO,NENHUM,1979,CORRIDA APÓS POUSO,125
47755,INCIDENTE,AC,4/8/2013,17:10:00,0,NÃO,COLISÃO COM AVE,AVIÃO,REGULAR,LEVE,2008,DECOLAGEM,107
47759,INCIDENTE,GO,4/4/2013,22:06:00,0,NÃO,POUSO EM LOCAL NÃO PREVISTO,AVIÃO,REGULAR,NENHUM,1992,CIRCUITO DE TRÁFEGO,125
47761,INCIDENTE,CE,4/20/2013,21:10:00,0,NÃO,COLISÃO COM AVE,AVIÃO,REGULAR,LEVE,2012,DECOLAGEM,8
47762,INCIDENTE,SP,4/18/2013,14:10:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,HELICÓPTERO,PRIVADA,NENHUM,1998,CRUZEIRO,125
47763,INCIDENTE,SP,3/5/2013,19:36:00,0,NÃO,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,AVIÃO,REGULAR,LEVE,2011,CRUZEIRO,75
47765,INCIDENTE,PR,3/23/2013,17:26:00,0,NÃO,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,AVIÃO,REGULAR,LEVE,2012,CRUZEIRO,14
47766,INCIDENTE,RJ,3/25/2013,14:00:00,0,NÃO,COLISÃO COM AVE,HELICÓPTERO,TÁXI AÉREO,NENHUM,2008,APROXIMAÇÃO FINAL,14
47767,INCIDENTE,ES,3/29/2013,15:00:00,0,NÃO,COLISÃO COM AVE,HELICÓPTERO,TÁXI AÉREO,NENHUM,2011,APROXIMAÇÃO FINAL,129
47768,INCIDENTE,MG,4/15/2013,11:41:00,0,NÃO,POUSO EM LOCAL NÃO PREVISTO,AVIÃO,REGULAR,NENHUM,2008,OUTRA FASE,4
47769,INCIDENTE,MG,4/15/2013,10:29:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,PRIVADA,NENHUM,1973,TÁXI,4
47872,ACIDENTE,MT,4/25/2013,9:30:00,0,NÃO,PERDA DE CONTROLE EM VOO,AVIÃO,EXPERIMENTAL,DESTRUÍDA,2013,DECOLAGEM,4
47876,ACIDENTE,MT,4/21/2013,12:50:00,1,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,PRIVADA,SUBSTANCIAL,1972,DESCIDA,6
47879,ACIDENTE,PA,4/26/2013,12:15:00,2,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,TÁXI AÉREO,SUBSTANCIAL,1975,CIRCUITO DE TRÁFEGO,2
47888,INCIDENTE GRAVE,PR,4/23/2013,17:45:00,1,NÃO,POUSO EM LOCAL NÃO PREVISTO,AVIÃO,INSTRUÇÃO,NENHUM,1991,MANOBRA,9
47894,INCIDENTE GRAVE,RJ,4/24/2013,18:45:00,0,NÃO,PANE SECA,HELICÓPTERO,POLICIAL,NENHUM,1990,MANOBRA,10
47901,INCIDENTE GRAVE,TO,4/24/2013,13:52:00,1,NÃO,COM TREM DE POUSO,AVIÃO,TÁXI AÉREO,LEVE,1978,POUSO,1
47926,ACIDENTE,RS,4/7/2013,15:00:00,0,NÃO,OUTROS,AVIÃO,EXPERIMENTAL,NENHUM,0,PARTIDA DO MOTOR,2
47936,INCIDENTE GRAVE,SP,4/30/2013,13:30:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,ULTRALEVE,EXPERIMENTAL,LEVE,2005,ARREMETIDA NO SOLO,0
47938,INCIDENTE,DF,4/13/2013,18:00:00,11,NÃO,COLISÃO COM OBSTÁCULOS NO SOLO,AVIÃO,REGULAR,LEVE,0,TÁXI,3
47939,INCIDENTE,SP,4/25/2013,20:01:00,0,NÃO,COM TREM DE POUSO,AVIÃO,PRIVADA,NENHUM,1977,DECOLAGEM,2
47965,ACIDENTE,RO,5/5/2013,11:00:00,0,NÃO,FALHA DO MOTOR EM VOO,ULTRALEVE,EXPERIMENTAL,SUBSTANCIAL,2005,CIRCUITO DE TRÁFEGO,1
47966,ACIDENTE,GO,5/3/2013,14:37:00,2,NÃO,PERDA DE COMPONENTE EM VOO,AVIÃO,AGRÍCOLA,DESTRUÍDA,1980,ESPECIALIZADA,0
47979,ACIDENTE,GO,4/22/2013,20:30:00,0,NÃO,INDETERMINADO,ULTRALEVE,EXPERIMENTAL,SUBSTANCIAL,0,INDETERMINADA,4
47980,ACIDENTE,MS,4/25/2013,12:15:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,PRIVADA,SUBSTANCIAL,1964,CRUZEIRO,1
47981,ACIDENTE,MT,4/30/2013,21:32:00,2,NÃO,PERDA DE CONTROLE EM VOO,AVIÃO,AGRÍCOLA,DESTRUÍDA,2012,ESPECIALIZADA,6
47983,ACIDENTE,RJ,5/2/2013,19:00:00,5,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,HELICÓPTERO,POLICIAL,SUBSTANCIAL,1983,DECOLAGEM,2
47992,ACIDENTE,SP,5/3/2013,13:20:00,1,NÃO,POUSO BRUSCO,AVIÃO,INSTRUÇÃO,SUBSTANCIAL,1948,POUSO,6
47998,ACIDENTE,MT,5/7/2013,20:30:00,0,NÃO,PERDA DE CONTROLE NO SOLO,AVIÃO,PRIVADA,SUBSTANCIAL,1981,TÁXI,6
48012,ACIDENTE,RJ,5/8/2013,15:30:00,0,NÃO,PERDA DE CONTROLE EM VOO,HELICÓPTERO,TÁXI AÉREO,SUBSTANCIAL,1983,APROXIMAÇÃO FINAL,2
48013,ACIDENTE,SP,5/9/2013,16:40:00,0,NÃO,PERDA DE CONTROLE EM VOO,HELICÓPTERO,INSTRUÇÃO,SUBSTANCIAL,1991,MANOBRA,2
48014,ACIDENTE,PE,5/11/2013,11:30:00,0,NÃO,PERDA DE CONTROLE NO SOLO,AVIÃO,INSTRUÇÃO,SUBSTANCIAL,1946,ARREMETIDA NO SOLO,6
48053,ACIDENTE,MS,5/9/2013,13:43:00,1,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,PRIVADA,SUBSTANCIAL,1979,APROXIMAÇÃO FINAL,2
48055,INCIDENTE GRAVE,PR,5/8/2013,17:30:00,0,NÃO,PERDA DE CONTROLE EM VOO,AVIÃO,INSTRUÇÃO,LEVE,1992,POUSO,194
48058,INCIDENTE,DF,4/30/2013,21:00:00,0,NÃO,COLISÃO COM OBSTÁCULOS NO SOLO,AVIÃO,REGULAR,LEVE,1999,DECOLAGEM,6
48064,INCIDENTE,SC,3/29/2013,18:00:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,INSTRUÇÃO,LEVE,1972,CORRIDA APÓS POUSO,5
48074,INCIDENTE,PR,5/9/2013,20:50:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,REGULAR,NENHUM,1983,CRUZEIRO,93
48078,INCIDENTE,ES,4/29/2013,2:15:00,0,NÃO,COM PARA-BRISAS / JANELA / PORTA,AVIÃO,REGULAR,NENHUM,2009,CRUZEIRO,4
48083,INCIDENTE,MG,4/30/2013,14:15:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,PRIVADA,LEVE,1978,POUSO,6
48091,INCIDENTE,RJ,4/27/2013,12:56:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,PRIVADA,NENHUM,1976,POUSO,2
48096,INCIDENTE,PR,4/20/2013,20:56:00,0,SIM,PERDA DE CONTROLE NO SOLO,AVIÃO,INSTRUÇÃO,NENHUM,1992,POUSO,8
48102,INCIDENTE,GO,4/23/2013,11:30:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,POLICIAL,NENHUM,1988,MANOBRA,14
48103,INCIDENTE,RJ,4/18/2013,17:45:00,0,NÃO,VAZAMENTO DE OUTROS FLUIDOS,HELICÓPTERO,TÁXI AÉREO,NENHUM,2009,CRUZEIRO,10
48104,INCIDENTE,MG,4/16/2013,19:35:00,0,NÃO,COM COMANDOS DE VOO,AVIÃO,TÁXI AÉREO,NENHUM,1978,SUBIDA,17
48105,INCIDENTE,RJ,4/17/2013,12:29:00,0,NÃO,ESTOURO DE PNEU,HELICÓPTERO,TÁXI AÉREO,NENHUM,2009,POUSO,4
48107,INCIDENTE,MG,4/25/2013,21:25:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,PRIVADA,NENHUM,2007,POUSO,6
48109,INCIDENTE,SP,4/27/2013,13:23:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,PRIVADA,NENHUM,1989,CRUZEIRO,6
48110,INCIDENTE,PR,4/29/2013,14:45:00,0,NÃO,COM TREM DE POUSO,AVIÃO,PRIVADA,LEVE,2010,POUSO,14
48112,INCIDENTE,RJ,4/14/2013,19:20:00,0,NÃO,TRÁFEGO AÉREO,HELICÓPTERO,TÁXI AÉREO,NENHUM,2005,APROXIMAÇÃO FINAL,2
48113,INCIDENTE,PR,4/11/2013,13:50:00,0,NÃO,PERDA DE CONTROLE NO SOLO,AVIÃO,INSTRUÇÃO,NENHUM,1992,POUSO,8
48114,INCIDENTE,GO,5/3/2013,20:08:00,0,NÃO,COLISÃO COM OBSTÁCULOS NO SOLO,AVIÃO,PRIVADA,SUBSTANCIAL,1980,TÁXI,193
48142,INCIDENTE,SP,5/8/2013,17:28:00,0,NÃO,COLISÃO DE VEÍCULO COM AERONAVE,AVIÃO,REGULAR,LEVE,2012,OPERAÇÃO DE SOLO,129
48144,INCIDENTE,CE,5/9/2013,13:05:00,0,NÃO,OUTROS,AVIÃO,REGULAR,NENHUM,2007,DECOLAGEM,197
48145,INCIDENTE,SP,5/8/2013,14:20:00,0,NÃO,COLISÃO DE VEÍCULO COM AERONAVE,AVIÃO,REGULAR,LEVE,2008,OPERAÇÃO DE SOLO,0
48159,INCIDENTE,SP,5/3/2013,19:00:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,PRIVADA,NENHUM,0,CORRIDA APÓS POUSO,14
48162,INCIDENTE,RJ,5/6/2013,11:36:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,HELICÓPTERO,TÁXI AÉREO,***,2006,OUTRA FASE,184
48163,INCIDENTE,AM,5/2/2013,15:46:00,0,NÃO,TRÁFEGO AÉREO,AVIÃO,REGULAR,NENHUM,2002,SUBIDA,73
48172,INCIDENTE,AM,5/13/2013,5:40:00,0,NÃO,COLISÃO COM AVE,AVIÃO,REGULAR,NENHUM,2010,DECOLAGEM,15
48219,INCIDENTE,RJ,4/2/2013,12:50:00,0,NÃO,COLISÃO COM AVE,HELICÓPTERO,TÁXI AÉREO,LEVE,2008,CRUZEIRO,4
48429,ACIDENTE,PR,5/22/2013,19:30:00,0,NÃO,POUSO SEM TREM,AVIÃO,PRIVADA,SUBSTANCIAL,1978,POUSO,7
48438,ACIDENTE,SP,5/18/2013,19:39:00,1,SIM,POUSO LONGO,AVIÃO,PRIVADA,SUBSTANCIAL,1972,POUSO,11
48442,INCIDENTE,AM,5/12/2013,23:04:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,TÁXI AÉREO,NENHUM,2008,CORRIDA APÓS POUSO,6
48446,INCIDENTE,MT,5/10/2013,23:20:00,0,NÃO,COM TREM DE POUSO,AVIÃO,PRIVADA,LEVE,1976,TÁXI,6
48451,INCIDENTE,SC,5/19/2013,19:20:00,0,NÃO,PERDA DE CONTROLE NO SOLO,AVIÃO,INSTRUÇÃO,SUBSTANCIAL,1972,TÁXI,10
48474,INCIDENTE,MG,5/18/2013,1:42:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,TÁXI AÉREO,NENHUM,1978,APROXIMAÇÃO FINAL,6
48512,INCIDENTE,PR,5/15/2013,11:27:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,PRIVADA,NENHUM,1998,CRUZEIRO,11
48516,INCIDENTE,RR,4/15/2013,17:55:00,0,NÃO,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,AVIÃO,PRIVADA,LEVE,2006,CRUZEIRO,10
48578,INCIDENTE,PA,5/8/2013,17:00:00,0,NÃO,TRÁFEGO AÉREO,AVIÃO,PRIVADA,NENHUM,2009,ESTACIONAMENTO,197
48580,INCIDENTE,RS,5/20/2013,15:38:00,0,NÃO,OUTROS,AVIÃO,REGULAR,LEVE,2008,DECOLAGEM,10
48582,INCIDENTE,PE,5/20/2013,11:34:00,0,NÃO,COM TREM DE POUSO,AVIÃO,TÁXI AÉREO,NENHUM,1990,POUSO,21
48584,INCIDENTE,RS,5/18/2013,14:12:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,PRIVADA,NENHUM,2007,DECOLAGEM,4
48630,ACIDENTE,RJ,5/30/2013,16:15:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,INSTRUÇÃO,DESTRUÍDA,1954,DECOLAGEM,7
48652,ACIDENTE,CE,5/30/2013,15:00:00,2,NÃO,OPERAÇÕES NO SOLO,HELICÓPTERO,PRIVADA,SUBSTANCIAL,2003,OUTRA FASE,1
48653,ACIDENTE,MS,5/22/2013,9:00:00,0,NÃO,POUSO EM LOCAL NÃO PREVISTO,AVIÃO,AGRÍCOLA,SUBSTANCIAL,1977,POUSO,17
48654,ACIDENTE,SP,5/31/2013,6:29:00,0,NÃO,POUSO SEM TREM,AVIÃO,TÁXI AÉREO,SUBSTANCIAL,1974,POUSO,1
48656,INCIDENTE,GO,5/3/2013,14:00:00,0,NÃO,OUTROS,AVIÃO,AGRÍCOLA,NENHUM,1976,ESPECIALIZADA,2
48657,ACIDENTE,SP,5/1/2013,15:00:00,0,NÃO,OUTROS,ULTRALEVE,EXPERIMENTAL,SUBSTANCIAL,2009,DECOLAGEM,8
48658,ACIDENTE,SP,5/29/2013,19:30:00,0,NÃO,FALHA DO MOTOR EM VOO,ANFÍBIO,EXPERIMENTAL,SUBSTANCIAL,2006,DECOLAGEM,14
48659,INCIDENTE,RJ,5/15/2013,15:07:00,0,NÃO,COM COMANDOS DE VOO,HELICÓPTERO,TÁXI AÉREO,NENHUM,2005,DECOLAGEM,2
48660,INCIDENTE GRAVE,BA,5/24/2013,10:30:00,0,NÃO,COM TREM DE POUSO,AVIÃO,INSTRUÇÃO,LEVE,1969,DECOLAGEM,3
48661,INCIDENTE GRAVE,SP,5/25/2013,13:30:00,0,SIM,PERDA DE CONTROLE NO SOLO,AVIÃO,PRIVADA,SUBSTANCIAL,1993,DECOLAGEM,7
48662,INCIDENTE GRAVE,BA,5/23/2013,19:10:00,1,NÃO,COM TREM DE POUSO,AVIÃO,TÁXI AÉREO,SUBSTANCIAL,1976,POUSO,6
48691,INCIDENTE,SP,2/26/2013,19:40:00,0,NÃO,POUSO BRUSCO,AVIÃO,PRIVADA,SUBSTANCIAL,1986,POUSO,2
48693,INCIDENTE,SP,5/31/2013,19:30:00,0,NÃO,COLISÃO COM AVE,AVIÃO,INSTRUÇÃO,LEVE,1960,MANOBRA,6
48694,INCIDENTE,PR,5/17/2013,21:23:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,PRIVADA,LEVE,1979,POUSO,2
48696,INCIDENTE,SP,6/1/2013,20:20:00,0,NÃO,POUSO BRUSCO,ULTRALEVE,EXPERIMENTAL,LEVE,2012,POUSO,6
48711,INCIDENTE,MG,5/31/2013,15:07:00,0,NÃO,COM TREM DE POUSO,AVIÃO,PRIVADA,LEVE,1995,POUSO,4
48714,INCIDENTE,MG,5/29/2013,14:25:00,0,NÃO,POUSO BRUSCO,AVIÃO,EXPERIMENTAL,SUBSTANCIAL,2012,POUSO,193
