Mês Ano,Órgão Superior,Órgão/Entidade Vinculada,Valor Empenhado,Valor Liquidado,Valor Pago,Valor Restos a Pagar Pagos
mai/21,26000 - Ministério da Educação,26455 - UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA,"4.894.988,64","4.654.832,81","4.474.503,76","69.527,00"
fev/21,26000 - Ministério da Educação,26455 - UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA,"4.153.814,59","4.278.056,60","4.468.787,95","127.561,91"
Jul/21,26000 - Ministério da Educação,26455 - UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA,"3.801.727,00","4.664.919,10","5.902.398,73","92.950,00"
ago/21,26000 - Ministério da Educação,26455 - UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA,"5.185.361,10","4.573.278,56","4.666.464,89","87.020,00"
abr/21,26000 - Ministério da Educação,26455 - UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA,"4.579.571,41","4.384.089,74","4.317.742,60","1.689.147,58"
Mar/21,26000 - Ministério da Educação,26455 - UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA,"3.821.889,75","4.287.922,44","4.272.540,30","246.877,09"
Jun/21,26000 - Ministério da Educação,26455 - UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA,"15.332.739,50","6.022.551,70","4.728.693,31","799.929,26"
Jan/21,26000 - Ministério da Educação,26455 - UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA,"6.074.872,61","4.536.434,55","1.660.562,22","4.292.305,38"
ago/21,26000 - Ministério da Educação,26234 - Universidade Federal do Espírito Santo,"38.160.270,02","81.114.961,74","81.165.028,10","1.458.553,17"
Jan/21,26000 - Ministério da Educação,26234 - Universidade Federal do Espírito Santo,"504.767.843,62","76.794.960,91","21.358.922,85","70.905.517,59"
mai/21,26000 - Ministério da Educação,26234 - Universidade Federal do Espírito Santo,"175.273.787,49","81.592.166,95","84.732.011,91","3.847.566,53"
Jun/21,26000 - Ministério da Educação,26234 - Universidade Federal do Espírito Santo,"66.477.776,34","105.920.968,99","81.824.014,80","4.408.248,45"
Mar/21,26000 - Ministério da Educação,26234 - Universidade Federal do Espírito Santo,"87.027.039,37","79.697.742,79","83.606.929,13","3.840.738,74"
fev/21,26000 - Ministério da Educação,26234 - Universidade Federal do Espírito Santo,"11.796.672,79","77.397.258,97","71.529.575,70","5.010.169,14"
Jul/21,26000 - Ministério da Educação,26234 - Universidade Federal do Espírito Santo,"15.607.669,80","80.559.662,87","105.204.386,14","1.908.501,72"
abr/21,26000 - Ministério da Educação,26234 - Universidade Federal do Espírito Santo,"17.337.129,75","85.003.986,33","80.702.638,69","4.677.648,39"
mai/21,26000 - Ministério da Educação,26269 - Universidade Federal do Estado do Rio de Janeiro,"75.330.689,63","49.657.032,10","48.196.226,43","2.787.131,35"
abr/21,26000 - Ministério da Educação,26269 - Universidade Federal do Estado do Rio de Janeiro,"32.573.685,64","42.583.768,92","42.202.472,53","416.737,02"
ago/21,26000 - Ministério da Educação,26269 - Universidade Federal do Estado do Rio de Janeiro,"5.639.953,76","44.138.244,03","44.676.531,81","13.057.083,71"
fev/21,26000 - Ministério da Educação,26269 - Universidade Federal do Estado do Rio de Janeiro,"2.957.572,68","42.358.790,50","42.941.960,36","58.519,91"
Jun/21,26000 - Ministério da Educação,26269 - Universidade Federal do Estado do Rio de Janeiro,"12.401.452,38","55.432.341,36","43.408.649,73","7.627.905,06"
Mar/21,26000 - Ministério da Educação,26269 - Universidade Federal do Estado do Rio de Janeiro,"2.431.295,10","41.587.891,95","41.281.773,41","778.736,69"
Jul/21,26000 - Ministério da Educação,26269 - Universidade Federal do Estado do Rio de Janeiro,"21.571.154,95","47.523.892,77","59.533.945,85","454.979,15"
Jan/21,26000 - Ministério da Educação,26269 - Universidade Federal do Estado do Rio de Janeiro,"351.130.547,64","41.962.409,18","12.870.018,78","30.945.214,18"
mai/21,26000 - Ministério da Educação,26457 - UNIVERSIDADE FEDERAL DO NORTE DE TOCANTINS,"177.000,00","433.000,00","261.600,00",0
Jun/21,26000 - Ministério da Educação,26457 - UNIVERSIDADE FEDERAL DO NORTE DE TOCANTINS,"2.306.706,32","298.507,65","432.667,65",0
ago/21,26000 - Ministério da Educação,26457 - UNIVERSIDADE FEDERAL DO NORTE DE TOCANTINS,0,"406.617,16","371.817,16",0
abr/21,26000 - Ministério da Educação,26457 - UNIVERSIDADE FEDERAL DO NORTE DE TOCANTINS,"495.000,00","549.580,00","572.360,00",0
Mar/21,26000 - Ministério da Educação,26457 - UNIVERSIDADE FEDERAL DO NORTE DE TOCANTINS,"690.874,00","284.380,00",0,0
Jul/21,26000 - Ministério da Educação,26457 - UNIVERSIDADE FEDERAL DO NORTE DE TOCANTINS,"100.500,00","367.600,00","298.840,00",0
mai/21,26000 - Ministério da Educação,26447 - Universidade Federal do Oeste da Bahia,"39.500.953,40","9.462.630,76","9.124.846,38","1.188.130,24"
ago/21,26000 - Ministério da Educação,26447 - Universidade Federal do Oeste da Bahia,"427.071,54","8.204.607,59","9.276.211,66","1.040.114,75"
Jan/21,26000 - Ministério da Educação,26447 - Universidade Federal do Oeste da Bahia,"42.490.237,56","7.831.600,24","2.655.054,63","6.075.512,66"
abr/21,26000 - Ministério da Educação,26447 - Universidade Federal do Oeste da Bahia,"2.080.104,64","8.542.046,63","8.424.758,33","1.879.277,23"
fev/21,26000 - Ministério da Educação,26447 - Universidade Federal do Oeste da Bahia,"657.800,90","7.338.192,94","7.627.748,20","470.249,92"
Mar/21,26000 - Ministério da Educação,26447 - Universidade Federal do Oeste da Bahia,"815.406,00","7.415.169,16","6.953.345,20","328.876,55"
Jun/21,26000 - Ministério da Educação,26447 - Universidade Federal do Oeste da Bahia,"6.584.888,66","10.359.471,88","8.162.572,78","1.169.683,96"
Jul/21,26000 - Ministério da Educação,26447 - Universidade Federal do Oeste da Bahia,"291.173,30","8.191.653,39","9.736.533,28","889.283,39"
Jul/21,26000 - Ministério da Educação,26441 - Universidade Federal do Oeste do Pará,"4.513.425,09","15.655.189,11","19.640.434,11","1.710.561,79"
Mar/21,26000 - Ministério da Educação,26441 - Universidade Federal do Oeste do Pará,"1.376.902,90","13.814.562,18","13.026.220,31","1.950.082,24"
mai/21,26000 - Ministério da Educação,26441 - Universidade Federal do Oeste do Pará,"60.002.089,91","14.975.996,09","15.215.385,77","401.012,96"
Jun/21,26000 - Ministério da Educação,26441 - Universidade Federal do Oeste do Pará,"7.014.430,75","19.655.098,13","15.094.967,84","1.355.820,10"
fev/21,26000 - Ministério da Educação,26441 - Universidade Federal do Oeste do Pará,"612.370,39","13.116.435,37","12.943.800,67","4.273.418,14"
abr/21,26000 - Ministério da Educação,26441 - Universidade Federal do Oeste do Pará,"2.786.379,63","15.250.665,31","14.116.927,72","3.102.463,43"
Jan/21,26000 - Ministério da Educação,26441 - Universidade Federal do Oeste do Pará,"79.494.893,82","12.959.483,00","4.373.167,89","10.365.817,50"
ago/21,26000 - Ministério da Educação,26441 - Universidade Federal do Oeste do Pará,"5.281.222,08","15.754.926,25","15.755.088,67","199.020,11"
fev/21,26000 - Ministério da Educação,26241 - Universidade Federal do Paraná,"7.202.290,15","135.224.607,62","135.865.492,46","5.500.891,60"
mai/21,26000 - Ministério da Educação,26241 - Universidade Federal do Paraná,"-11.834.410,71","140.996.648,66","141.323.564,89","14.320.010,99"
abr/21,26000 - Ministério da Educação,26241 - Universidade Federal do Paraná,"105.564.112,59","139.870.218,32","141.866.823,33","17.047.614,06"
Mar/21,26000 - Ministério da Educação,26241 - Universidade Federal do Paraná,"26.675.178,51","138.848.556,88","137.453.490,28","6.257.006,71"
Jul/21,26000 - Ministério da Educação,26241 - Universidade Federal do Paraná,"131.769.789,16","142.987.751,86","186.815.047,55","2.169.170,61"
Jan/21,26000 - Ministério da Educação,26241 - Universidade Federal do Paraná,"1.000.725.587,26","136.465.464,17","44.266.036,59","104.581.598,05"
ago/21,26000 - Ministério da Educação,26241 - Universidade Federal do Paraná,"16.803.379,91","143.386.215,61","145.145.966,75","2.079.831,94"
Jun/21,26000 - Ministério da Educação,26241 - Universidade Federal do Paraná,"222.765.134,40","186.070.503,68","139.138.924,55","6.596.916,16"
mai/21,26000 - Ministério da Educação,26239 - Universidade Federal do Pará,"91.524.045,79","116.184.757,91","115.520.243,83","5.579.616,57"
fev/21,26000 - Ministério da Educação,26239 - Universidade Federal do Pará,"108.975.209,87","112.267.309,11","109.631.366,40","11.931.162,07"
abr/21,26000 - Ministério da Educação,26239 - Universidade Federal do Pará,"125.319.052,99","116.709.975,04","114.657.410,90","7.203.521,47"
Jun/21,26000 - Ministério da Educação,26239 - Universidade Federal do Pará,"234.770.342,38","150.351.609,16","115.969.396,24","8.816.118,77"
Jan/21,26000 - Ministério da Educação,26239 - Universidade Federal do Pará,"146.067.782,23","109.740.591,52","34.309.913,87","90.501.537,55"
Jul/21,26000 - Ministério da Educação,26239 - Universidade Federal do Pará,"45.182.800,11","116.890.681,10","151.139.187,48","4.103.742,50"
Mar/21,26000 - Ministério da Educação,26239 - Universidade Federal do Pará,"131.482.107,18","112.583.125,04","111.142.861,40","5.397.780,03"
ago/21,26000 - Ministério da Educação,26239 - Universidade Federal do Pará,"113.438.644,30","116.218.533,88","116.147.342,55","2.513.307,20"
abr/21,26000 - Ministério da Educação,26351 - Universidade Federal do Recôncavo da Bahia,"2.064.545,76","22.188.965,90","22.648.177,15","4.051.569,42"
ago/21,26000 - Ministério da Educação,26351 - Universidade Federal do Recôncavo da Bahia,"1.704.892,96","23.230.878,37","23.540.825,23","1.321.249,47"
mai/21,26000 - Ministério da Educação,26351 - Universidade Federal do Recôncavo da Bahia,"109.937.790,13","23.671.084,00","22.914.241,75","2.650.164,84"
Mar/21,26000 - Ministério da Educação,26351 - Universidade Federal do Recôncavo da Bahia,"1.137.468,30","21.838.024,18","20.822.973,08","1.144.783,05"
Jun/21,26000 - Ministério da Educação,26351 - Universidade Federal do Recôncavo da Bahia,"15.280.933,80","28.298.074,60","22.908.447,24","1.804.854,67"
Jan/21,26000 - Ministério da Educação,26351 - Universidade Federal do Recôncavo da Bahia,"136.492.826,36","21.480.951,58","7.429.609,37","21.240.098,84"
fev/21,26000 - Ministério da Educação,26351 - Universidade Federal do Recôncavo da Bahia,"753.774,37","20.778.657,72","21.350.853,17","3.124.330,80"
Jul/21,26000 - Ministério da Educação,26351 - Universidade Federal do Recôncavo da Bahia,"4.038.872,15","23.816.682,81","28.573.719,93","2.082.864,58"
mai/21,26000 - Ministério da Educação,26245 - Universidade Federal do Rio de Janeiro,"920.075.807,72","304.360.386,46","298.145.413,83","9.420.095,29"
abr/21,26000 - Ministério da Educação,26245 - Universidade Federal do Rio de Janeiro,"102.211.932,69","291.891.836,76","301.301.094,73","16.720.681,01"
Jan/21,26000 - Ministério da Educação,26245 - Universidade Federal do Rio de Janeiro,"1.092.127.652,26","277.146.129,91","84.016.110,66","234.562.458,02"
Jul/21,26000 - Ministério da Educação,26245 - Universidade Federal do Rio de Janeiro,"447.261.281,51","311.573.318,43","397.262.370,72","12.806.875,45"
Jun/21,26000 - Ministério da Educação,26245 - Universidade Federal do Rio de Janeiro,"238.900.983,16","390.265.442,65","304.338.157,01","27.951.783,51"
fev/21,26000 - Ministério da Educação,26245 - Universidade Federal do Rio de Janeiro,"27.405.782,65","288.185.856,83","280.722.059,81","16.894.595,20"
Mar/21,26000 - Ministério da Educação,26245 - Universidade Federal do Rio de Janeiro,"128.039.679,14","298.201.823,11","290.873.486,56","14.464.371,27"
ago/21,26000 - Ministério da Educação,26245 - Universidade Federal do Rio de Janeiro,"21.528.488,19","305.574.429,44","300.169.177,50","3.724.791,94"
Jan/21,26000 - Ministério da Educação,26273 - Universidade Federal do Rio Grande,"264.929.771,38","41.099.237,52","12.813.413,19","37.886.758,43"
Mar/21,26000 - Ministério da Educação,26273 - Universidade Federal do Rio Grande,"1.871.780,99","41.651.784,62","40.584.196,65","1.589.251,52"
Jul/21,26000 - Ministério da Educação,26273 - Universidade Federal do Rio Grande,"16.314.970,13","45.063.886,26","58.049.753,72","673.253,15"
Jun/21,26000 - Ministério da Educação,26273 - Universidade Federal do Rio Grande,"54.797.383,68","58.399.899,35","45.241.149,89","1.239.180,99"
abr/21,26000 - Ministério da Educação,26273 - Universidade Federal do Rio Grande,"6.064.428,71","42.481.373,75","41.987.497,61","3.694.244,17"
fev/21,26000 - Ministério da Educação,26273 - Universidade Federal do Rio Grande,"1.400.208,55","40.508.871,67","41.020.333,40","3.576.706,91"
mai/21,26000 - Ministério da Educação,26273 - Universidade Federal do Rio Grande,"161.959.197,88","46.173.285,28","46.077.654,49","1.457.957,13"
ago/21,26000 - Ministério da Educação,26273 - Universidade Federal do Rio Grande,"5.945.828,39","43.863.547,73","43.213.302,82","563.529,75"
ago/21,26000 - Ministério da Educação,26243 - Universidade Federal do Rio Grande do Norte,"28.071.249,24","141.340.300,22","140.712.616,10","3.538.927,66"
abr/21,26000 - Ministério da Educação,26243 - Universidade Federal do Rio Grande do Norte,"15.789.336,66","139.513.344,90","134.337.205,91","31.918.303,86"
Jan/21,26000 - Ministério da Educação,26243 - Universidade Federal do Rio Grande do Norte,"605.960.866,71","127.868.150,05","37.486.527,31","121.607.863,86"
Jun/21,26000 - Ministério da Educação,26243 - Universidade Federal do Rio Grande do Norte,"393.702.276,83","177.002.689,45","137.363.967,80","4.635.941,43"
mai/21,26000 - Ministério da Educação,26243 - Universidade Federal do Rio Grande do Norte,"200.460.445,47","135.478.711,90","137.367.817,05","13.620.932,84"
Mar/21,26000 - Ministério da Educação,26243 - Universidade Federal do Rio Grande do Norte,"115.045.121,06","131.504.177,29","128.021.356,57","50.088.417,85"
Jul/21,26000 - Ministério da Educação,26243 - Universidade Federal do Rio Grande do Norte,"171.202.307,99","141.376.196,04","178.641.532,71","4.435.863,43"
fev/21,26000 - Ministério da Educação,26243 - Universidade Federal do Rio Grande do Norte,"12.633.872,76","127.595.625,16","127.760.332,09","19.043.020,78"
mai/21,26000 - Ministério da Educação,26244 - Universidade Federal do Rio Grande do Sul,"141.610.319,83","145.970.866,00","145.157.202,91","4.886.394,61"
Jul/21,26000 - Ministério da Educação,26244 - Universidade Federal do Rio Grande do Sul,"526.504.648,01","145.582.600,75","193.636.658,10","4.645.127,66"
fev/21,26000 - Ministério da Educação,26244 - Universidade Federal do Rio Grande do Sul,"1.915.366,62","138.942.668,99","141.623.454,06","10.434.892,98"
Jun/21,26000 - Ministério da Educação,26244 - Universidade Federal do Rio Grande do Sul,"87.737.327,82","195.577.600,09","145.669.836,87","6.913.248,02"
abr/21,26000 - Ministério da Educação,26244 - Universidade Federal do Rio Grande do Sul,"5.762.871,30","143.679.357,71","145.373.765,37","14.053.901,29"
Jan/21,26000 - Ministério da Educação,26244 - Universidade Federal do Rio Grande do Sul,"907.667.590,63","141.820.019,67","42.814.066,58","117.670.682,67"
Mar/21,26000 - Ministério da Educação,26244 - Universidade Federal do Rio Grande do Sul,"8.165.896,95","142.351.167,80","139.290.358,97","4.987.649,99"
ago/21,26000 - Ministério da Educação,26244 - Universidade Federal do Rio Grande do Sul,"9.743.900,92","148.200.348,13","145.732.732,69","3.807.717,24"
abr/21,26000 - Ministério da Educação,26450 - Universidade Federal do Sul da Bahia,"2.621.412,37","7.795.466,93","7.558.125,22","4.369.299,74"
Jun/21,26000 - Ministério da Educação,26450 - Universidade Federal do Sul da Bahia,"3.828.542,20","9.715.545,00","7.872.406,90","2.570.670,70"
fev/21,26000 - Ministério da Educação,26450 - Universidade Federal do Sul da Bahia,"505.118,48","6.871.525,04","7.119.719,90","2.573.318,71"
Mar/21,26000 - Ministério da Educação,26450 - Universidade Federal do Sul da Bahia,"519.963,70","7.373.351,89","6.896.325,45","660.463,61"
Jul/21,26000 - Ministério da Educação,26450 - Universidade Federal do Sul da Bahia,"225.162,13","8.350.962,06","9.472.300,40","1.454.204,52"
ago/21,26000 - Ministério da Educação,26450 - Universidade Federal do Sul da Bahia,"1.001.540,71","8.659.844,48","9.134.263,20","1.138.655,84"
Jan/21,26000 - Ministério da Educação,26450 - Universidade Federal do Sul da Bahia,"42.317.781,31","7.061.852,23","2.291.581,18","6.710.709,12"
mai/21,26000 - Ministério da Educação,26450 - Universidade Federal do Sul da Bahia,"47.895.532,29","7.719.866,36","8.002.039,42","1.628.653,97"
ago/21,26000 - Ministério da Educação,26448 - Universidade Federal do Sul e Sudeste do Pará,"1.339.118,33","10.483.657,28","11.409.711,73","524.847,40"
Jul/21,26000 - Ministério da Educação,26448 - Universidade Federal do Sul e Sudeste do Pará,"2.527.414,44","11.495.166,38","13.892.460,33","1.758.077,11"
Jun/21,26000 - Ministério da Educação,26448 - Universidade Federal do Sul e Sudeste do Pará,"36.269.630,69","13.035.534,18","9.719.812,17","1.530.385,75"
Jan/21,26000 - Ministério da Educação,26448 - Universidade Federal do Sul e Sudeste do Pará,"54.025.703,45","9.282.087,25","2.933.881,50","7.809.849,59"
mai/21,26000 - Ministério da Educação,26448 - Universidade Federal do Sul e Sudeste do Pará,"5.039.032,28","10.168.638,50","10.043.786,97","911.591,08"
fev/21,26000 - Ministério da Educação,26448 - Universidade Federal do Sul e Sudeste do Pará,"441.548,30","9.207.969,62","9.254.615,54","2.750.048,73"
Mar/21,26000 - Ministério da Educação,26448 - Universidade Federal do Sul e Sudeste do Pará,"916.634,52","9.480.261,44","9.229.506,97","1.157.802,28"
abr/21,26000 - Ministério da Educação,26448 - Universidade Federal do Sul e Sudeste do Pará,"16.752.025,52","9.928.408,88","9.867.849,33","2.632.103,24"
Jan/21,26000 - Ministério da Educação,26254 - Universidade Federal do Triângulo Mineiro,"335.549.465,43","39.187.020,67","12.325.594,45","29.301.411,54"
Jun/21,26000 - Ministério da Educação,26254 - Universidade Federal do Triângulo Mineiro,"11.438.864,00","52.871.267,75","40.314.648,73","1.790.210,47"
ago/21,26000 - Ministério da Educação,26254 - Universidade Federal do Triângulo Mineiro,"5.367.491,02","40.427.212,01","40.977.077,42","170.470,56"
Mar/21,26000 - Ministério da Educação,26254 - Universidade Federal do Triângulo Mineiro,"2.821.203,50","39.000.506,89","39.727.734,52","1.803.224,99"
Jul/21,26000 - Ministério da Educação,26254 - Universidade Federal do Triângulo Mineiro,"6.088.596,65","40.886.389,47","52.877.343,81","317.312,42"
fev/21,26000 - Ministério da Educação,26254 - Universidade Federal do Triângulo Mineiro,"2.214.969,89","39.966.059,91","39.269.755,20","3.345.164,15"
mai/21,26000 - Ministério da Educação,26254 - Universidade Federal do Triângulo Mineiro,"117.228.871,05","40.166.428,79","39.335.780,07","512.843,21"
abr/21,26000 - Ministério da Educação,26254 - Universidade Federal do Triângulo Mineiro,"2.425.356,11","40.098.108,46","40.084.067,04","4.326.487,02"
ago/21,26000 - Ministério da Educação,26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri,"2.071.601,28","23.035.778,17","22.322.499,93","659.768,88"
mai/21,26000 - Ministério da Educação,26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri,"33.440.907,66","21.404.721,44","21.097.385,50","2.442.756,92"
Jan/21,26000 - Ministério da Educação,26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri,"128.111.418,70","20.879.832,67","6.927.664,08","19.204.431,89"
abr/21,26000 - Ministério da Educação,26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri,"2.284.097,99","21.180.246,20","21.503.660,66","8.809.715,28"
Jun/21,26000 - Ministério da Educação,26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri,"78.426.136,40","26.946.643,53","23.230.889,92","4.423.520,03"
Mar/21,26000 - Ministério da Educação,26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri,"1.362.943,34","21.049.916,26","19.988.888,20","1.986.707,47"
Jul/21,26000 - Ministério da Educação,26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri,"4.040.783,92","21.190.056,77","25.881.845,04","1.833.239,70"
fev/21,26000 - Ministério da Educação,26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri,"429.663,65","19.877.527,11","20.720.148,17","2.609.964,84"
Jun/21,26000 - Ministério da Educação,26236 - Universidade Federal Fluminense,"266.657.470,86","226.367.980,10","168.734.947,34","15.052.765,69"
ago/21,26000 - Ministério da Educação,26236 - Universidade Federal Fluminense,"188.932.802,32","185.426.316,88","173.282.148,74","4.455.334,59"
abr/21,26000 - Ministério da Educação,26236 - Universidade Federal Fluminense,"157.946.379,19","166.301.313,80","163.360.417,78","15.633.327,33"
Mar/21,26000 - Ministério da Educação,26236 - Universidade Federal Fluminense,"146.662.135,54","161.860.708,00","161.511.158,35","10.542.234,86"
Jul/21,26000 - Ministério da Educação,26236 - Universidade Federal Fluminense,"164.678.623,98","169.592.203,31","225.654.548,17","12.099.128,25"
Jan/21,26000 - Ministério da Educação,26236 - Universidade Federal Fluminense,"331.400.888,14","163.041.608,28","49.962.217,67","147.624.947,31"
fev/21,26000 - Ministério da Educação,26236 - Universidade Federal Fluminense,"148.760.794,25","161.033.930,45","162.778.900,91","17.657.638,39"
mai/21,26000 - Ministério da Educação,26236 - Universidade Federal Fluminense,"160.428.581,25","170.486.372,05","169.395.431,84","8.804.029,98"
mai/21,26000 - Ministério da Educação,26253 - Universidade Federal Rural da Amazônia,"37.425.607,11","19.241.468,76","19.180.854,95","674.297,55"
abr/21,26000 - Ministério da Educação,26253 - Universidade Federal Rural da Amazônia,"18.963.311,23","19.737.881,06","19.394.859,87","4.973.360,58"
fev/21,26000 - Ministério da Educação,26253 - Universidade Federal Rural da Amazônia,"1.334.168,45","17.766.268,97","17.591.826,14","2.929.047,45"
ago/21,26000 - Ministério da Educação,26253 - Universidade Federal Rural da Amazônia,"2.573.056,10","20.358.708,30","19.305.600,93","203.504,48"
Jul/21,26000 - Ministério da Educação,26253 - Universidade Federal Rural da Amazônia,"935.864,79","19.719.348,98","25.321.283,64","2.136.488,53"
Jan/21,26000 - Ministério da Educação,26253 - Universidade Federal Rural da Amazônia,"56.268.386,69","17.346.759,16","5.295.396,68","15.443.821,87"
Mar/21,26000 - Ministério da Educação,26253 - Universidade Federal Rural da Amazônia,"2.578.677,08","19.001.662,20","17.796.546,72","1.108.085,25"
Jun/21,26000 - Ministério da Educação,26253 - Universidade Federal Rural da Amazônia,"59.914.046,15","25.805.364,44","19.540.537,12","4.030.672,38"
ago/21,26000 - Ministério da Educação,26248 - Universidade Federal Rural de Pernambuco,"17.086.896,84","48.437.754,97","47.433.556,19","1.948.866,86"
fev/21,26000 - Ministério da Educação,26248 - Universidade Federal Rural de Pernambuco,"44.151.084,39","44.967.915,06","44.546.312,67","3.455.278,93"
Jan/21,26000 - Ministério da Educação,26248 - Universidade Federal Rural de Pernambuco,"131.220.645,40","44.372.348,56","14.244.609,22","40.504.336,65"
mai/21,26000 - Ministério da Educação,26248 - Universidade Federal Rural de Pernambuco,"39.287.750,99","48.441.441,77","47.707.747,40","3.285.143,59"
abr/21,26000 - Ministério da Educação,26248 - Universidade Federal Rural de Pernambuco,"20.433.224,00","47.206.006,61","46.464.703,13","6.750.148,63"
Mar/21,26000 - Ministério da Educação,26248 - Universidade Federal Rural de Pernambuco,"37.134.664,89","45.243.637,66","44.977.641,81","3.455.228,64"
Jun/21,26000 - Ministério da Educação,26248 - Universidade Federal Rural de Pernambuco,"86.485.433,88","60.794.592,00","48.959.259,23","2.498.932,79"
Jul/21,26000 - Ministério da Educação,26248 - Universidade Federal Rural de Pernambuco,"58.055.923,54","47.096.388,08","59.446.711,97","1.777.417,93"
fev/21,26000 - Ministério da Educação,26249 - Universidade Federal Rural do Rio de Janeiro,"272.817,88","48.343.044,31","48.403.580,35","5.663.862,08"
Jun/21,26000 - Ministério da Educação,26249 - Universidade Federal Rural do Rio de Janeiro,"6.852.370,48","63.372.795,54","50.506.860,69","2.215.740,21"
Jul/21,26000 - Ministério da Educação,26249 - Universidade Federal Rural do Rio de Janeiro,"1.570.153,09","52.746.022,96","65.213.124,19","1.800.984,42"
abr/21,26000 - Ministério da Educação,26249 - Universidade Federal Rural do Rio de Janeiro,"11.310.706,83","51.001.067,34","49.260.194,37","6.534.188,34"
mai/21,26000 - Ministério da Educação,26249 - Universidade Federal Rural do Rio de Janeiro,"215.918.224,59","51.142.638,27","51.852.354,93","1.168.486,52"
Jan/21,26000 - Ministério da Educação,26249 - Universidade Federal Rural do Rio de Janeiro,"364.259.351,80","42.403.032,35","9.613.024,26","55.772.833,05"
ago/21,26000 - Ministério da Educação,26249 - Universidade Federal Rural do Rio de Janeiro,"1.068.624,64","51.859.074,78","51.485.438,12","1.995.217,51"
Mar/21,26000 - Ministério da Educação,26249 - Universidade Federal Rural do Rio de Janeiro,"2.115.907,88","49.379.418,57","48.534.078,54","2.724.952,40"
Mar/21,26000 - Ministério da Educação,26264 - Universidade Federal Rural do Semi-Árido,"19.337.631,22","20.432.819,79","19.515.206,81","1.863.587,25"
Jan/21,26000 - Ministério da Educação,26264 - Universidade Federal Rural do Semi-Árido,"101.586.994,82","20.051.243,55","6.709.794,86","18.351.366,00"
Jul/21,26000 - Ministério da Educação,26264 - Universidade Federal Rural do Semi-Árido,"5.014.854,83","21.895.457,85","26.849.588,77","2.085.049,64"
mai/21,26000 - Ministério da Educação,26264 - Universidade Federal Rural do Semi-Árido,"40.488.587,05","22.192.450,08","20.674.067,33","3.762.698,47"
abr/21,26000 - Ministério da Educação,26264 - Universidade Federal Rural do Semi-Árido,"4.393.299,41","20.635.274,24","20.929.512,22","4.539.550,15"
fev/21,26000 - Ministério da Educação,26264 - Universidade Federal Rural do Semi-Árido,"1.086.926,45","19.412.034,95","19.927.899,30","1.903.124,20"
Jun/21,26000 - Ministério da Educação,26264 - Universidade Federal Rural do Semi-Árido,"51.592.502,84","26.348.575,08","21.692.227,17","1.554.388,64"
ago/21,26000 - Ministério da Educação,26264 - Universidade Federal Rural do Semi-Árido,"22.457.426,91","23.179.429,76","21.454.118,76","1.188.503,95"
Jul/21,26000 - Ministério da Educação,26258 - Universidade Tecnológica Federal do Paraná,"153.959.444,52","74.927.767,73","90.754.677,82","4.791.665,92"
abr/21,26000 - Ministério da Educação,26258 - Universidade Tecnológica Federal do Paraná,"99.387.720,77","77.956.202,27","71.945.610,61","14.968.854,80"
fev/21,26000 - Ministério da Educação,26258 - Universidade Tecnológica Federal do Paraná,"1.703.441,35","68.840.809,73","69.770.011,40","9.069.125,96"
Jan/21,26000 - Ministério da Educação,26258 - Universidade Tecnológica Federal do Paraná,"334.923.806,05","70.792.661,09","25.365.370,51","69.658.278,04"
ago/21,26000 - Ministério da Educação,26258 - Universidade Tecnológica Federal do Paraná,"8.207.198,83","75.328.132,12","74.083.076,76","5.040.885,44"
mai/21,26000 - Ministério da Educação,26258 - Universidade Tecnológica Federal do Paraná,"47.703.642,36","72.691.355,59","77.037.375,05","6.464.551,98"
Mar/21,26000 - Ministério da Educação,26258 - Universidade Tecnológica Federal do Paraná,"33.845.140,70","70.896.455,79","70.261.458,54","6.515.057,01"
Jun/21,26000 - Ministério da Educação,26258 - Universidade Tecnológica Federal do Paraná,"41.610.800,97","90.164.188,84","73.463.734,19","9.399.677,11"
set/21,26000 - Ministério da Educação,26256 - Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,"18.889.460,27","31.136.380,56","31.212.644,04","935.050,19"
out/21,26000 - Ministério da Educação,26256 - Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,"1.092.452,60","27.486.939,89","21.925.006,54","33.613,13"
out/21,26000 - Ministério da Educação,26257 - Centro Federal de Educação Tecnológica de Minas Gerais,"1.873.951,68","598.788,91","25.750.854,24","2.174.086,58"
