Ano,mes,Empresa (nome),Empresa (sigla),Empresa (pais),Natureza,Passageiros,carga e correio (kg)
2019,10,TRANSPORTE AÃ‰REOS DEL MERCOSUR S.A. (TAM MERCOSUR),LAP,PARAGUAI,INTERNACIONAL,26217,56125
2019,10,LAN CARGO S.A.,LCO,CHILE,INTERNACIONAL,0,2031517
2019,10,LAN PERU S.A.,LPE,PERU,INTERNACIONAL,31035,664148
2019,10,ABSA - AEROLINHAS BRASILEIRAS S.A.,LTG,BRASIL,INTERNACIONAL,0,5372902
2019,10,ABSA - AEROLINHAS BRASILEIRAS S.A.,LTG,BRASIL,DOMÃ‰STICA,0,3572255
2019,10,MARTINAIR HOLLAND N.V.,MPH,PAÃSES BAIXOS,INTERNACIONAL,0,1089624
2019,10,MODERN TRANSPORTE AEREO DE CARGA S.A,MWM,BRASIL,DOMÃ‰STICA,0,520295
2019,10,NORWEGIAN AIR UKÂ LIMITED,NRS,REINO UNIDO,INTERNACIONAL,8622,120222
2019,10,OMNI TÃXI AÃ‰REO S.A.,OMI,BRASIL,DOMÃ‰STICA,291,0
2019,10,TWO TÃXI AÃ‰REO LTDA.,OWT,BRASIL,DOMÃ‰STICA,1108,22475
2019,10,MAP TRANSPORTES AÃ‰REOS LTDA.,PAM,BRASIL,DOMÃ‰STICA,9735,9
2019,10,PASSAREDO TRANSPORTES AÃ‰REOS S.A.,PTB,BRASIL,DOMÃ‰STICA,51426,232
2019,10,QATAR AIRWAYS GROUP,QTR,QATAR,INTERNACIONAL,24839,1339543
2019,10,COMPAGNIE NATIONALE ROYAL AIR MAROC,RAM,MARROCOS,INTERNACIONAL,10354,187643
2019,10,AVIOR AIRLINES BRASIL C.A.,ROI,VENEZUELA,INTERNACIONAL,776,0
2019,10,SOUTH AFRICAN AIRWAYS STATE OWNED COMPANY (SOC) LIMITED,SAA,ÃFRICA DO SUL,INTERNACIONAL,10331,213403
2019,10,SIDERAL LINHAS AÃ‰REAS LTDA.,SID,BRASIL,DOMÃ‰STICA,600,4619153
2019,10,SKY AIRLINES S.A.,SKU,CHILE,INTERNACIONAL,11850,0
2019,10,SURINAM AIRWAYS LTD,SLM,SURINAME,INTERNACIONAL,1381,2654
2019,10,"SWIFT AIR,LLC",SWQ,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,97,0
2019,10,SWISS INTERNATIONAL AIR LINES LTD.,SWR,SUÃÃ‡A,INTERNACIONAL,19490,1148335
2019,10,TAM LINHAS AÃ‰REAS S.A.,TAM,BRASIL,INTERNACIONAL,406503,9954629
2019,10,TAM LINHAS AÃ‰REAS S.A.,TAM,BRASIL,DOMÃ‰STICA,2976263,13479670
2019,10,TAP - TRANSPORTES AÃ‰REOS PORTUGUESES S/A,TAP,PORTUGAL,INTERNACIONAL,153772,4662111
2019,10,EMPRESA DE TRANSPORTES AÃ‰REOS DE CABO VERDE - TACV S.A.,TCV,CABO VERDE,INTERNACIONAL,8783,0
2019,10,TURKISH AIRLINES INC,THY,TURQUIA,INTERNACIONAL,19480,1614994
2019,10,TAMPA CARGO S.A.,TPA,COLÃ”MBIA,INTERNACIONAL,0,1905039
2019,10,AVIANCA PERU S.A (EX: TRANS AMERICAN AIRLINES S.A. - TACA PERU),TPU,PERU,INTERNACIONAL,24617,306549
2019,10,TOTAL LINHAS AÃ‰REAS S.A.,TTL,BRASIL,DOMÃ‰STICA,5399,1779750
2019,10,EMIRATES,UAE,EMIRADOS ÃRABES UNIDOS,INTERNACIONAL,50214,1063413
2019,10,"UNITED AIRLINES,INC",UAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,64914,1855066
2019,10,UPS - UNITED PARCEL SERVICE CO.,UPS,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,2232150
2019,10,VOLGA DNEPR AIRLINES,VDA,RÃšSSIA,INTERNACIONAL,0,46930
2019,10,WESTERN GLOBAL AIRLINES,WGN,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,168151
2019,11,"AMERICAN AIRLINES,INC.",AAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,93055,3025736
2019,11,AIR CANADA,ACA,CANADÃ,INTERNACIONAL,16339,530006
2019,11,AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA,AEA,ESPANHA,INTERNACIONAL,27865,937714
2019,11,SOCIÃ‰TÃ‰ AIR FRANCE,AFR,FRANÃ‡A,INTERNACIONAL,57363,2258705
2019,11,AEROVÃAS DE MÃ‰XICO S.A DE C.V - AEROMÃ‰XICO,AMX,MÃ‰XICO,INTERNACIONAL,17148,726199
2019,11,AEROLINEAS ARGENTINAS S/A,ARG,ARGENTINA,INTERNACIONAL,74516,0
2019,11,AUSTRAL LINEAS AÃ‰REAS - CIELOS DEL SUR,AUT,ARGENTINA,INTERNACIONAL,3678,0
2019,11,AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA,AVA,COLÃ”MBIA,INTERNACIONAL,27769,597381
2019,11,AIREXPLORE S.R.O.,AXE,ESLOVÃQUIA,INTERNACIONAL,1248,0
2019,11,ALITALIA SOCIETA AEREA ITALIANA S.P.A.,AZA,ITÃLIA,INTERNACIONAL,40928,699040
2019,11,COMPAÃ‘IA DE AVIACION PARAGUAYA SOCIEDAD ANONIMA - PARANAIR (EX- AMASZONAS PARAGUAY),AZP,PARAGUAI,INTERNACIONAL,671,0
2019,11,AVIACON ZITOTRANS,AZS,RÃšSSIA,INTERNACIONAL,0,2900
2019,11,AZUL LINHAS AÃ‰REAS BRASILEIRAS S/A,AZU,BRASIL,DOMÃ‰STICA,2135985,8858768
2019,11,AZUL LINHAS AÃ‰REAS BRASILEIRAS S/A,AZU,BRASIL,INTERNACIONAL,99572,2092467
2019,11,BRITISH AIRWAYS PLC,BAW,INGLATERRA,INTERNACIONAL,26555,1311754
2019,11,TRANSPORTES AEREOS BOLIVIANOS,BOL,BOLÃVIA,INTERNACIONAL,0,61054
2019,11,BOA BOLIVIANA DE AVIACIÃ“N,BOV,BOLÃVIA,INTERNACIONAL,7852,36025
2019,11,AIR CHINA,CCA,CHINA,INTERNACIONAL,6059,283403
2019,11,CARGOLOGICAIR LIMITED,CLU,REINO UNIDO,INTERNACIONAL,0,124140
2019,11,CARGOLUX AIRLINES INTERNATIONAL S/A,CLX,LUXEMBURGO,INTERNACIONAL,0,4194230
2019,11,COMPAÃ‘IA PANAMEÃ‘A DE AVIACION S.A. (COPA AIRLINES),CMP,PANAMÃ,INTERNACIONAL,84076,118438
2019,11,CORENDON DUTCH AIRLINES B.V.,CND,HOLANDA,INTERNACIONAL,1024,0
2019,11,CONNECT LINHAS AÃ‰REAS S.A. (ANTIGA CONNECT TÃXI AÃ‰REO LTDA.),CNT,BRASIL,DOMÃ‰STICA,0,1041558
2019,11,CAVOK AIR,CVK,UCRÃ‚NIA,INTERNACIONAL,0,2240
2019,11,DELTA AIR LINES INC.,DAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,41255,707303
2019,11,DEUTSCHE LUFTHANSA A.G.,DLH,ALEMANHA,INTERNACIONAL,38111,1509845
2019,11,LAN ARGENTINA S.A.,DSM,ARGENTINA,INTERNACIONAL,3703,5327
2019,11,TAAG LINHAS AÃ‰REAS DA ANGOLA (ANGOLA AIRLINES),DTA,ANGOLA,INTERNACIONAL,7821,190924
2019,11,EDELWEISS AIR AG,EDW,SUÃÃ‡A,INTERNACIONAL,4550,73618
2019,11,ETHIOPIAN AIRLINES GROUP,ETH,ETIÃ“PIA,INTERNACIONAL,13493,1178963
2019,11,FB LÃNEAS AÃ‰REAS S.A (FLYBONDI),FBZ,ARGENTINA,INTERNACIONAL,4388,0
2019,11,FEDEX - FEDERAL EXPRESS CORPORATION,FDX,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,1146306
2019,11,ASL AIRLINES FRANCE S. A.,FPO,FRANÃ‡A,INTERNACIONAL,94,0
2019,11,LUFTHANSA CARGO AG,GEC,ALEMANHA,INTERNACIONAL,0,272662
2019,11,GOL LINHAS AÃ‰REAS S.A. (EX- VRG LINHAS AÃ‰REAS S.A.),GLO,BRASIL,INTERNACIONAL,140507,193058
2019,11,GOL LINHAS AÃ‰REAS S.A. (EX- VRG LINHAS AÃ‰REAS S.A.),GLO,BRASIL,DOMÃ‰STICA,2917960,8599225
2019,11,GAINJET AVIATION,GNJ,GRÃ‰CIA,INTERNACIONAL,106,0
2019,11,ATLAS AIR INC,GTI,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,5674576
2019,11,HI FLY TRANSPORTES AEREOS,HFY,PORTUGAL,INTERNACIONAL,206,0
2019,11,IBÃ‰RIA LINEAS AEREAS DE ESPAÃ‘A SOCIEDAD ANONIMA OPERADORA,IBE,ESPANHA,INTERNACIONAL,32445,815384
2019,11,KOREAN AIR LINES CO. LTD.,KAL,COREIA DO SUL,INTERNACIONAL,0,2900696
2019,11,KLM CIA. REAL HOLANDESA DE AVIAÃ‡ÃƒO,KLM,HOLANDA,INTERNACIONAL,43857,1893813
2019,11,LÃNEA AÃ‰REA CARGUEIRA DE COLOMBIA S.A - LANCO,LAE,COLÃ”MBIA,INTERNACIONAL,0,949127
2019,11,LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A),LAN,CHILE,INTERNACIONAL,55070,1133900
2019,11,TRANSPORTE AÃ‰REOS DEL MERCOSUR S.A. (TAM MERCOSUR),LAP,PARAGUAI,INTERNACIONAL,15018,31535
2019,11,LAN CARGO S.A.,LCO,CHILE,INTERNACIONAL,0,1704815
2019,11,LAN PERU S.A.,LPE,PERU,INTERNACIONAL,26756,636138
2019,11,ABSA - AEROLINHAS BRASILEIRAS S.A.,LTG,BRASIL,DOMÃ‰STICA,0,3849690
2019,11,ABSA - AEROLINHAS BRASILEIRAS S.A.,LTG,BRASIL,INTERNACIONAL,0,5605874
2019,11,EUROATLANTIC AIRWAYS,MMZ,PORTUGAL,INTERNACIONAL,632,0
2019,11,MARTINAIR HOLLAND N.V.,MPH,PAÃSES BAIXOS,INTERNACIONAL,0,1492915
2019,11,MODERN TRANSPORTE AEREO DE CARGA S.A,MWM,BRASIL,DOMÃ‰STICA,0,564312
2019,11,NORWEGIAN AIR UKÂ LIMITED,NRS,REINO UNIDO,INTERNACIONAL,8141,123017
2019,11,FLYEST LINEAS AÃ‰REAS (EX SOL S.A. LINEAS AEREAS),OLS,ARGENTINA,INTERNACIONAL,62,0
2019,11,OMNI TÃXI AÃ‰REO S.A.,OMI,BRASIL,DOMÃ‰STICA,2319,0
2019,11,TWO TÃXI AÃ‰REO LTDA.,OWT,BRASIL,DOMÃ‰STICA,2444,33364
2019,11,MAP TRANSPORTES AÃ‰REOS LTDA.,PAM,BRASIL,DOMÃ‰STICA,10119,0
2019,11,PASSAREDO TRANSPORTES AÃ‰REOS S.A.,PTB,BRASIL,DOMÃ‰STICA,55026,356
2019,11,AIR EXPRESS S.A. (AIR CLASS LINEAS AEREAS) / EX-AERO V.I.P. LTDA,QCL,URUGUAI,INTERNACIONAL,0,4950
2019,11,QATAR AIRWAYS GROUP,QTR,QATAR,INTERNACIONAL,23799,1466239
2019,11,COMPAGNIE NATIONALE ROYAL AIR MAROC,RAM,MARROCOS,INTERNACIONAL,7827,178220
2019,11,AVIOR AIRLINES BRASIL C.A.,ROI,VENEZUELA,INTERNACIONAL,981,0
2019,11,SOUTH AFRICAN AIRWAYS STATE OWNED COMPANY (SOC) LIMITED,SAA,ÃFRICA DO SUL,INTERNACIONAL,8612,185470
2019,11,SIDERAL LINHAS AÃ‰REAS LTDA.,SID,BRASIL,DOMÃ‰STICA,1037,3848616
2019,11,SIDERAL LINHAS AÃ‰REAS LTDA.,SID,BRASIL,INTERNACIONAL,282,0
2019,11,SKY AIRLINES S.A.,SKU,CHILE,INTERNACIONAL,15498,0
2019,11,SKY AIRLINE PERU S.A.C.,SKX,PERU,INTERNACIONAL,372,0
2019,11,SURINAM AIRWAYS LTD,SLM,SURINAME,INTERNACIONAL,1599,1586
2019,11,SWISS INTERNATIONAL AIR LINES LTD.,SWR,SUÃÃ‡A,INTERNACIONAL,18923,1085243
2019,11,TAM LINHAS AÃ‰REAS S.A.,TAM,BRASIL,INTERNACIONAL,422967,10949117
2019,11,TAM LINHAS AÃ‰REAS S.A.,TAM,BRASIL,DOMÃ‰STICA,2957684,13439720
2019,11,TAP - TRANSPORTES AÃ‰REOS PORTUGUESES S/A,TAP,PORTUGAL,INTERNACIONAL,126832,3994222
2019,11,EMPRESA DE TRANSPORTES AÃ‰REOS DE CABO VERDE - TACV S.A.,TCV,CABO VERDE,INTERNACIONAL,6945,0
2019,11,TURKISH AIRLINES INC,THY,TURQUIA,INTERNACIONAL,19451,1602912
2019,11,TAMPA CARGO S.A.,TPA,COLÃ”MBIA,INTERNACIONAL,0,1767072
2019,11,AVIANCA PERU S.A (EX: TRANS AMERICAN AIRLINES S.A. - TACA PERU),TPU,PERU,INTERNACIONAL,25745,483189
2019,11,TOTAL LINHAS AÃ‰REAS S.A.,TTL,BRASIL,DOMÃ‰STICA,5444,1616379
2019,11,EMIRATES,UAE,EMIRADOS ÃRABES UNIDOS,INTERNACIONAL,47370,1530796
2019,11,"UNITED AIRLINES,INC",UAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,55968,1807938
2019,11,UPS - UNITED PARCEL SERVICE CO.,UPS,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,2223615
