FID,gid,UF,nome,Censo,PIB,Pop_est_2009,PIB_percapita,Descrição,legenda,classe
vw_pib_percapita.fid--5b279956_17f92acfb81_2ba0,2609,MINAS GERAIS,Onça de Pitangui,2010,3635485546875,3129,116186796875,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_2aa9,4547,SÃO PAULO,Itapetininga,2010,2164773,148808,1454741992188,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_2a9c,3518,MINAS GERAIS,Ibitiúra de Minas,2010,230133671875,3516,654533007812,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_2a31,196,RIO GRANDE DO SUL,Coronel Pilar,2010,24520734375,1645,1490621972656,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_2992,414,TOCANTINS,Paraíso do Tocantins,2010,497135375,42015,1183233007812,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_28bf,2448,PARAÍBA,Cubati,2010,2612237304688,6546,399059008789,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_2888,2234,PARÁ,Concórdia do Pará,2010,852605703125,22251,383176000977,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_280e,2547,PERNAMBUCO,Carnaíba,2010,656597578125,19155,342781005859,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_27fd,3777,SÃO PAULO,Guarani d'Oeste,2010,1931753515625,2017,957736035156,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_279c,580,RIO GRANDE DO SUL,Arroio do Tigre,2010,208363,13208,1577550976562,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_278a,4716,SÃO PAULO,Paranapuã,2010,451423203125,3739,1207337011719,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_273c,4238,SÃO PAULO,Caconde,2010,221381296875,19304,1146816015625,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_26b5,4603,BAHIA,Jeremoabo,2010,14722346875,39302,374594995117,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_26a9,290,RIO GRANDE DO SUL,Ilópolis,2010,5479412890625,4331,1265161035156,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_26a3,118,BAHIA,Rio do Antônio,2010,532738515625,15110,352572998047,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_2687,1341,SERGIPE,Nossa Senhora de Lourdes,2010,32490171875,6509,499158007812,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_262b,2669,PARANÁ,Nossa Senhora das Graças,2010,3331790625,4055,8217,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_25ae,1158,GOIÁS,Vila Boa,2010,667864296875,4578,1458855957031,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_254c,4266,SÃO PAULO,Clementina,2010,614249140625,6582,933225976562,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_2520,1893,CEARÁ,Quiterianópolis,2010,6340675390625,21230,298665991211,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_24a2,4739,SÃO PAULO,Piracicaba,2010,9601211,368843,2603061914062,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acfb81_249a,2875,PARANÁ,Mirador,2010,3135913867188,2371,1322612011719,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_2493,4306,SÃO PAULO,Floreal,2010,3473248046875,2884,1204316015625,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_2485,1266,SÃO PAULO,Brodowski,2010,21511809375,20485,10501,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_2483,2940,MINAS GERAIS,Santa Efigênia de Minas,2010,1928295703125,4568,422131005859,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_2480,2215,PARÁ,Benevides,2010,5192431875,46611,111399296875,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_247e,5209,SANTA CATARINA,Belmonte,2010,3123445117188,2790,1119513964844,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_247c,3319,MINAS GERAIS,Tocos do Moji,2010,2245936914062,4084,549935986328,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_2470,2435,PARAÍBA,São José dos Cordeiros,2010,1524632324219,4079,373776000977,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_244d,956,GOIÁS,Castelândia,2010,675203125,3557,1898238085938,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_2447,696,PIAUÍ,Canto do Buriti,2010,864019921875,20761,4162,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_2435,3583,MINAS GERAIS,Itaú de Minas,2010,37762590625,15257,2475099023438,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acfb81_2434,1535,CEARÁ,Independência,2010,106890046875,26317,406162988281,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_2433,2343,PARAÍBA,Ouro Velho,2010,1450967382812,3078,471399023438,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_2432,193,SÃO PAULO,Pontal,2010,581385875,39272,1480408007812,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_2431,888,TOCANTINS,Palmeiras do Tocantins,2010,3254487109375,4673,696445019531,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_2430,4957,AMAZONAS,Carauari,2010,12091009375,26187,461718017578,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_242f,2013,CEARÁ,Várzea Alegre,2010,133889921875,39810,33632199707,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_242e,2525,MARANHÃO,Timbiras,2010,637248515625,26909,236815991211,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_240f,5484,PIAUÍ,Caldeirão Grande do Piauí,2010,31792140625,5809,547291015625,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_23b7,914,GOIÁS,Barro Alto,2010,8956978125,6714,13341,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_23b1,4342,SÃO PAULO,Trabiju,2010,18223984375,1519,1199736035156,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_237c,3158,MINAS GERAIS,São Pedro dos Ferros,2010,7063134375,9087,777279003906,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_2372,687,SÃO PAULO,Águas da Prata,2010,192788359375,7734,2492738085938,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acfb81_2340,2083,RIO GRANDE DO NORTE,Serrinha,2010,3841134375,6885,557899023438,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_2332,3416,PERNAMBUCO,Mirandiba,2010,588002265625,13810,425779980469,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_2303,291,BAHIA,Mirangaba,2010,621132421875,18849,329531005859,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_22f9,1307,GOIÁS,Santo Antônio de Goiás,2010,37718,4230,891673046875,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_22dd,1954,CEARÁ,São Benedito,2010,202704234375,45407,446416015625,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_22af,3076,PARANÁ,Cianorte,2010,9900195625,68629,1442566992188,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_22a3,1831,RIO GRANDE DO NORTE,São Gonçalo do Amarante,2010,816909,80737,1011813964844,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_2295,4507,BAHIA,Itamari,2010,365001640625,8781,415672021484,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_226f,2421,PARAÍBA,Pilões,2010,3144242773438,7068,444856005859,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_222e,424,RIO GRANDE DO SUL,Boa Vista do Cadeado,2010,87853,2525,3479326953125,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acfb81_22,3994,MATO GROSSO,Novo São Joaquim,2010,2231760625,6985,3195075976562,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acfb81_21af,3327,MINAS GERAIS,Turmalina,2010,100513578125,18134,554281982422,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_2160,214,BAHIA,Terra Nova,2010,4599596484375,12583,365540991211,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_1f99,3973,MATO GROSSO,Rondolândia,2010,6820028125,3484,1957527929688,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_1f83,4525,SÃO PAULO,Iepê,2010,124229359375,7856,1581330957031,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_1ed3,1464,ESPIRITO SANTO,Alfredo Chaves,2010,1280238515625,14585,877778027344,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_1e30,3365,MINAS GERAIS,Dom Joaquim,2010,2314548046875,4640,4988,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_1dc4,5286,SANTA CATARINA,Flor do Sertão,2010,1836284179688,1700,1080166992188,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_1db3,4007,BAHIA,Érico Cardoso,2010,3164161523438,10717,29524699707,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_1d9f,2661,PARANÁ,Munhoz de Melo,2010,3238178515625,3714,871883984375,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_1d29,3456,MINAS GERAIS,Goianá,2010,2516533007812,3846,6543,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_1d02,4432,SÃO PAULO,Bom Sucesso de Itararé,2010,31981234375,3968,805979003906,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_1cf4,2347,PARAÍBA,Pedras de Fogo,2010,27924140625,27116,1029803027344,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_1ccc,1498,CEARÁ,Forquilha,2010,85758390625,21599,397047998047,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_1cad,3406,MINAS GERAIS,Caldas,2010,133777296875,14655,912844042969,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_1c3c,2660,PARANÁ,Santo Antônio do Sudoeste,2010,15466396875,19386,797812988281,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_1b4c,3636,MINAS GERAIS,Nova União,2010,371868203125,5653,6578,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_1ab1,416,TOCANTINS,Brejinho de Nazaré,2010,5734506640625,5506,1041500976562,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_19f8,2813,MINAS GERAIS,Prudente de Morais,2010,513762578125,9335,550362011719,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_1688,3630,MINAS GERAIS,João Pinheiro,2010,515156,45150,1140987011719,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_1650,3501,MINAS GERAIS,Guaranésia,2010,220517234375,18635,11834,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_1609,3179,PARANÁ,Maria Helena,2010,4378253515625,6115,715985986328,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_150a,3652,PERNAMBUCO,Bom Conselho,2010,194511734375,45250,429860009766,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_141a,3541,PARANÁ,Porto Barreiro,2010,5152646875,3768,13675,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_13d8,5289,SANTA CATARINA,Forquilhinha,2010,524506,21928,2391944921875,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acfb81_1311,336,RIO GRANDE DO SUL,Ciríaco,2010,689545859375,5020,1373596972656,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_12a9,213,BAHIA,Teolândia,2010,4618397265625,12810,360531005859,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_11ee,997,AMAZONAS,Parintins,2010,460522,107250,429391015625,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_114f,1874,RIO DE JANEIRO,Nova Iguaçu,2010,9556221,865089,1104651953125,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_111f,2935,MINAS GERAIS,Santa Bárbara do Monte Verde,2010,223194453125,2999,744229980469,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_109a,5114,PARANÁ,Renascença,2010,13249978125,6937,1910043945312,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_1057,4625,SÃO PAULO,Lençóis Paulista,2010,1865871125,63314,2947011914062,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acfb81_104d,63,BAHIA,Muniz Ferreira,2010,2653371484375,7236,366689990234,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_1033,3230,MINAS GERAIS,São Sebastião do Rio Verde,2010,1490408691406,2292,650266015625,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_0,2618,MINAS GERAIS,Passa Tempo,2010,920167578125,8783,1047669042969,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_-fff,4291,SÃO PAULO,Eldorado,2010,108582,14514,748118994141,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_-ff2,4635,SÃO PAULO,Lupércio,2010,435398359375,4396,990441992188,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_-fef,813,ALAGOAS,Santana do Ipanema,2010,19388271875,43699,443677978516,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_-fed,1441,MATO GROSSO DO SUL,Dourados,2010,3003284,189762,1582658007812,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_-eaf,2748,PARANÁ,Realeza,2010,207936109375,16288,1276621972656,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_-e95,1873,RIO DE JANEIRO,Engenheiro Paulo de Frontin,2010,11093115625,13214,839496972656,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_-e93,4256,SÃO PAULO,Cardoso,2010,126263390625,11624,1086229980469,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_-e86,1968,CEARÁ,Tururu,2010,409250546875,14308,286029003906,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_-e83,519,RIO GRANDE DO SUL,Pinhal da Serra,2010,1282377109375,2022,6342121875,Produto Interno Bruto per capita,52702.10 - 133669.00,4
vw_pib_percapita.fid--5b279956_17f92acfb81_-e6f,531,RIO GRANDE DO SUL,Pinheiro Machado,2010,160294609375,13152,1218784960938,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_-d14,3959,ESPIRITO SANTO,Governador Lindenberg,2010,947207578125,10420,909028027344,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_-cd6,319,RIO GRANDE DO SUL,Erebango,2010,4235585546875,2936,1442637988281,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_-cc4,2628,MINAS GERAIS,Peçanha,2010,10036171875,17727,566152001953,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_-c48,1109,ESPIRITO SANTO,Presidente Kennedy,2010,7843899375,10903,71942578125,Produto Interno Bruto per capita,52702.10 - 133669.00,4
vw_pib_percapita.fid--5b279956_17f92acfb81_-bc1,1766,SÃO PAULO,Porto Feliz,2010,7734139375,47964,1612487988281,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_-b44,931,GOIÁS,Cachoeira Dourada,2010,33823596875,7571,4467519921875,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acfb81_-aa2,910,PIAUÍ,Murici dos Portelas,2010,2513024804688,8024,313188989258,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_-a95,2091,RIO GRANDE DO NORTE,Espírito Santo,2010,3676444140625,10373,354423999023,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_-a8c,86,RIO GRANDE DO SUL,Nova Roma do Sul,2010,876060859375,3754,2333673046875,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acfb81_-a54,5404,TOCANTINS,São Salvador do Tocantins,2010,8919090625,3136,2844098046875,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acfb81_-9d1,3013,MINAS GERAIS,Campina Verde,2010,2169544375,19201,1129912011719,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_-951,4807,SÃO PAULO,Santa Clara d'Oeste,2010,2199858203125,2141,1027491015625,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_-94d,5477,SANTA CATARINA,Presidente Castello Branco,2010,229675390625,1779,1291037011719,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_-943,2841,PERNAMBUCO,Dormentes,2010,72215515625,16462,438679980469,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_-931,1972,RIO GRANDE DO NORTE,Rafael Fernandes,2010,22393703125,4797,466827001953,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_-92f,2637,PARANÁ,Itapejara D'Oeste,2010,16951565625,11270,150413203125,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_-91a,1346,ESPIRITO SANTO,Conceição do Castelo,2010,97625,11851,823770019531,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_-8f3,1280,PIAUÍ,Campo Largo do Piauí,2010,1873859375,7035,266362011719,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_-8de,1394,MATO GROSSO DO SUL,Chapadão do Sul,2010,6184890625,17293,3576528125,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acfb81_-80,1875,RIO DE JANEIRO,Mendes,2010,159486,17880,891979980469,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_-7db,5552,TOCANTINS,Carmolândia,2010,2435618554688,2420,1006454003906,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_-7dab,1732,GOIÁS,Anhanguera,2010,819440429688,1018,804950976562,Produto Interno Bruto per capita, - 9639.65,1
